"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ministério de Origem da Emenda";"Número da Emenda Parlamentar";"Ano da Emenda";"Deputado";"Ação do Programa de Governo";"COD_SUBFONTE_RECURSO";"num_codigo";"Valor Orçado Inicial";"Valor Orçado Atual";"Valor Empenhado Total";"Valor Liquidado Total";"Valor Pago"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MGISP";"13310020";"2023 ";" Alice Portugal";"Requalificação de Equipamento Urbano";"600043";"2024.3.26.26101.419.5183.600043.6";"0,00";"500000,00";"79025,01";"76739,44";"76739,44"
"2023";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"MGISP";"13390011";"2023 ";" Daniel Almeida";"Apoio Técnico e Financeiro a Projeto";"600039";"2023.3.30.30101.307.5713.600039.6";"0,00";"400000,00";"400000,00";"400000,00";"400000,00"
"2024";"Secretaria da Segurança Pública";"SSP";"Departamento de Polícia Técnica";"DPT";"ME";"36940001";"2021 ";" Jorge Solla";"Reforma de Unidade do Sistema";"600006";"2024.3.20.20102.437.7880.600006.6";"0,00";"300000,00";"300000,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"27510004";"2021 ";" Waldenor Perei";"Implantação de Infraestrutura Viária";"600009";"2023.3.26.26101.305.1162.600009.6";"0,00";"202996,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"36940001";"2021 ";" Jorge Solla";"Apoio a Geração de Trabalho e Renda";"600006";"2025.3.21.21101.413.5917.600006.6";"0,00";"280000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"36940021";"2020 ";" Jorge Solla";"Implantação de Infraestrutura de Wi-Fi";"600000";"2024.3.28.28101.405.7917.600000.6";"0,00";"161991,00";"161991,00";"161991,00";"161991,00"
"2022";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"ME";"24680012";"2022 ";" Lídice da Mata";"Infraestrutura em Unidade Universitária";"600031";"2022.3.11.11302.306.7867.600031.6";"0,00";"45000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Apoio ao Neojibá";"600046";"2024.3.38.38101.400.6953.600046.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"27510001";"2024";"Waldenor Pereira";"Promoção de Atividade de Esporte";"600059";"2024.3.21.21301.414.5793.600059.6";"0,00";"150000,00";"150000,00";"150000,00";"150000,00"
"2026";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MGISP";"13310020";"2023 ";" Alice Portugal";"Implantação de Infraestrutura Viária";"600043";"2026.3.26.26101.419.1162.600043.6";"0,00";"308915,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"27510007";"2020 ";" Waldenor Perei";"Promoção de Atividade de Esporte";"600002";"2022.3.21.21301.308.5793.600002.6";"0,00";"15067,00";"15049,50";"15049,50";"15049,50"
"2022";"Secretaria de Promoção da Igualdade Racial";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio Técnico e Financeiro a Projeto";"600002";"2022.3.30.30101.307.5713.600002.6";"0,00";"40000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"91910004";"2022 ";" Zé Neto";"Apoio ao Neojibá";"600038";"2025.3.38.38101.400.6953.600038.6";"0,00";"99333,00";"99333,00";"99333,00";"99333,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MF";"40800017";"2023";" Jaques Wagner";"Implantação de Equipamento Urbano";"600052";"2025.3.26.26401.419.1158.600052.6";"0,00";"1811294,00";"198637,57";"198637,57";"198637,57"
"2022";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"ME";"27510004";"2021 ";" Waldenor Perei";"Educação do Campo e Desenvolvimento";"600009";"2022.3.11.11301.306.4048.600009.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"MF";"40800020";"2024";"Jaques Wagner";"Intervenção em Estrada Vicinal";"600061";"2025.3.24.24801.432.5138.600061.6";"0,00";"5000000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MAPA";"36940005";"2022 ";" Jorge Solla";"Recuperação de Equipamento";"600036";"2022.3.21.21301.305.1009.600036.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"ME";"91910007";"2021 ";" Zé Neto";"Ampliação e Renovação da Frota";"600020";"2021.3.20.20801.314.7873.600020.6";"0,00";"230000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Implantação de Infraestrutura de Wi-Fi";"600020";"2023.3.28.28101.301.7917.600020.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"ME";"27500003";"2021 ";" Valmir Assunçã";"Apoio Técnico e Financeiro a Projeto";"600007";"2026.3.30.30101.426.3289.600007.6";"0,00";"9714,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Segurança Pública";"SSP";"Assessoria de Planejamento e Gestão - SSP";"APG";"MGISP";"36940005";"2023 ";" Jorge Solla";"Reforma de Unidade do Sistema";"600053";"2023.3.20.20101.314.7880.600053.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Segurança Pública";"SSP";"Assessoria de Planejamento e Gestão - SSP";"APG";"ME";"36940001";"2021 ";" Jorge Solla";"Reforma de Unidade do Sistema";"600006";"2023.3.20.20101.314.7880.600006.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Assistência e Desenvolvimento Social";"SEADES";"Assessoria de Planejamento e Gestão - SEADES";"APG";"ME";"91910004";"2022 ";" Zé Neto";"Aparelhamento de Central de Distribuição";"600038";"2025.3.39.39101.403.5445.600038.6";"0,00";"380678,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"ME";"27510004";"2021 ";" Waldenor Perei";"Construção de Espaço Físico";"600009";"2022.3.11.11302.306.7863.600009.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"30510014";"2021 ";" Bacelar";"Implantação de Projeto de Apoio";"600012";"2023.3.18.18401.304.1926.600012.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"ME";"27500003";"2021 ";" Valmir Assunçã";"Requalificação de Equipamento Cultural";"600007";"2024.3.22.22301.406.7857.600007.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"ME";"13390010";"2022 ";" Daniel Almeida";"Implantação de Infraestrutura Viária";"600030";"2024.3.26.26401.419.1162.600030.6";"0,00";"1000000,00";"632964,97";"435888,39";"435888,39"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"13390008";"2021 ";" Daniel Almeida";"Apoio a Geração de Trabalho e Renda";"600004";"2023.3.21.21101.308.5917.600004.6";"0,00";"33059,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Implantação de Equipamento Urbano";"600020";"2025.3.26.26101.419.1158.600020.6";"0,00";"1414900,00";"256435,61";"256435,61";"256435,61"
"2021";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"13390008";"2021 ";" Daniel Almeida";"Assistência Técnica a Empreendimento";"600004";"2021.3.21.21101.308.6672.600004.6";"0,00";"179992,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"Ministério da Economia";"27510007";"2020";"Não Informado";"Assistência ao Estudante Universitário";"600002";"2020.3.11.11302.306.6910.600002.6";"0,00";"300000,00";"296600,00";"296600,00";"296600,00"
"2024";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"40800017";"2023";" Jaques Wagner";"Apoio ao Neojibá";"600052";"2024.3.38.38101.400.6953.600052.6";"0,00";"500000,00";"500000,00";"500000,00";"500000,00"
"2024";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio Técnico e Financeiro a Entidade";"600002";"2024.3.38.38101.400.2170.600002.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"ME";"91910004";"2022 ";" Zé Neto";"Implantação de Projeto de Apoio";"600038";"2025.3.18.18101.417.1926.600038.6";"0,00";"82663,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Segurança Pública";"SSP";"Departamento de Polícia Técnica";"DPT";"MGISP";"36940005";"2023 ";" Jorge Solla";"Reforma de Unidade do Sistema";"600053";"2025.3.20.20102.437.7880.600053.6";"0,00";"171885,00";"144187,65";"144114,43";"144114,43"
"2026";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MC";"09032025-076695";"";"2025";"Implantação de Infraestrutura Viária";"600081";"2026.3.26.26101.419.1162.600081.6";"0,00";"4711643,00";"0,00";"0,00";"0,00"
"2021";"Secretaria do Planejamento";"SEPLAN";"Superintendência de Estudos Econômicos e Sociais da Bahia";"SEI";"ME";"40800013";"2021 ";" Jaques Wagner";"Operação do Sistema de Informação";"600011";"2021.3.17.17301.315.2064.600011.6";"0,00";"210000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"MF";"09032025-080434";"";"2025";"Distribuição de Equipamento de Apoio";"600107";"2026.3.18.18101.417.1399.600107.6";"0,00";"594000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"MDA";"09032025-077145 ";"";" 2025";"Apoio a Evento da Agricultura Familiar";"600119";"2026.3.18.18101.417.7988.600119.6";"0,00";"157000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MAPA";"09032025-077155 ";"";" 2025";"Distribuição de Equipamento de Apoio";"600135";"2025.3.18.18401.417.1399.600135.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"27510008";"2023";" Waldenor Preira";"Apoio Técnico e Financeiro a Entidade";"600042";"2023.3.38.38101.300.2170.600042.6";"0,00";"200000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"41280009";"2021 ";" Raimundo Costa";"Construção de Equipamento";"600014";"2022.3.21.21101.305.7882.600014.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"ME";"13310004";"2022 ";" Alice Portugal";"Restauração de Bem Imóvel";"600027";"2024.3.22.22301.407.7052.600027.6";"0,00";"200000,00";"200000,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"36940021";"2020 ";" Jorge Solla";"Implementação de Núcleo de Iniciação";"600000";"2023.3.21.21301.314.4565.600000.6";"0,00";"100000,00";"2924,51";"2924,51";"2924,51"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MF";"09032025-077445";"";"2025";"Assistência Técnica a Empreendimento";"600097";"2026.3.21.21101.413.6672.600097.6";"0,00";"500000,00";"250000,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"MF";"30510005";"2024 ";" Bacelar";"Construção de Espaço Físico";"600075";"2025.3.11.11301.424.7863.600075.6";"0,00";"400000,00";"253223,11";"253223,11";"253223,11"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"MF";"41900005";"2024";"Joseildo Ramos";"Aparelhamento de Unidade Escolar";"600064";"2026.3.11.11101.425.7744.600064.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"36940021";"2020 ";" Jorge Solla";"Implantação de Infraestrutura de Wi-Fi";"600000";"2023.3.28.28101.301.7917.600000.6";"0,00";"300000,00";"138008,26";"138008,26";"138008,26"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"27510008";"2023";" Waldenor Preira";"Implantação de Infraestrutura Hídrica";"600042";"2024.3.18.18401.420.5040.600042.6";"0,00";"1000000,00";"667116,25";"667116,25";"667116,25"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41280013";"2021 ";" Raimundo Costa";"Distribuição de Equipamento de Apoio";"600015";"2024.3.18.18401.417.1399.600015.6";"0,00";"114492,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"ME";"36940001";"2021 ";" Jorge Solla";"Recuperação de ponte";"600006";"2021.3.24.24801.309.7886.600006.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Atendimento à População LGBTQIAPN+";"600046";"2025.3.38.38101.400.4196.600046.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Apoio a Projeto de Empoderamento";"600046";"2024.3.34.34101.430.3229.600046.6";"0,00";"100000,00";"99999,90";"99999,90";"99999,90"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"27510004";"2021 ";" Waldenor Perei";"Distribuição de Equipamento de Apoio";"600009";"2022.3.18.18401.304.1399.600009.6";"0,00";"2445000,00";"2444999,96";"2444999,96";"2444999,96"
"2025";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"ME";"36940001";"2021 ";" Jorge Solla";"Aquisição de Equipamento de Informática";"600006";"2025.3.20.20801.437.7875.600006.6";"0,00";"6459,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310003";"2021 ";" Alice Portugal";"Ampliação de Equipamento Esportivo";"600003";"2022.3.21.21301.305.7974.600003.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41280013";"2021 ";" Raimundo Costa";"Assistência Técnica Agropecuária";"600015";"2021.3.18.18401.304.1398.600015.6";"0,00";"550000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio a Evento de Interesse Turístico";"600002";"2024.3.32.32802.411.5893.600002.6";"0,00";"50000,00";"50000,00";"50000,00";"50000,00"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"36940021";"2020 ";" Jorge Solla";"Implantação de Equipamento Urbano";"600000";"2022.3.26.26101.305.1158.600000.6";"0,00";"574495,00";"517820,60";"23618,74";"23618,74"
"2026";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MGISP";"41660002";"2023";"Pastor Isidório";"Apoio à Realização de Evento";"600054";"2026.3.32.32101.411.3701.600054.6";"0,00";"23509,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"09032025-076332";"";"2025";"Ações de Promoção de Serviços de DH";"600148";"2026.3.38.38101.400.4170.600148.6";"0,00";"929533,00";"556041,43";"556041,43";"556041,43"
"2024";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"MF";"13390020";"2024 ";" Daniel Almeid";"Ações de Visibilidade e Permanência";"600063";"2024.3.30.30101.427.5599.600063.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2026";"Secretaria da Segurança Pública";"SSP";"Assessoria de Planejamento e Gestão - SSP";"APG";"Ministério da Justiça e Segurança Publica";"09032025-085019 ";"";" 2025";"Ampliação e Renovação da Frota";"600101";"2026.3.20.20101.437.7873.600101.6";"0,00";"495000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MGISP";"13390011";"2023 ";" Daniel Almeida";"Capacitação de Empreendedor Individual";"600039";"2023.3.21.21101.308.5630.600039.6";"0,00";"1003367,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Cultura";"SECULT";"Fundação Cultural do Estado da Bahia";"FUNCEB";"MF";"27500003";"2024 ";" Valmir Assunçã";"Apoio à Instituição Cultural";"600067";"2026.3.22.22201.406.2314.600067.6";"0,00";"1300000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"40800012";"2022 ";" Jaques Wagner";"Apoio à Instituição Cultural";"600028";"2026.3.22.22101.406.2314.600028.6";"0,00";"405631,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"36940001";"2021 ";" Jorge Solla";"Implementação de Núcleo de Iniciação";"600006";"2024.3.21.21301.414.4997.600006.6";"0,00";"200000,00";"200000,00";"200000,00";"200000,00"
"2024";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Apoio à Cadeia Produtiva da Agropecuária";"600046";"2024.3.10.10101.417.5657.600046.6";"0,00";"30000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"41660001";"2024";" Pastor Isidório";"Ampliação e Renovação Frota de Veículos";"600062";"2025.3.38.38101.446.7850.600062.6";"0,00";"949800,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Apoio Técnico e Financeiro a Entidade";"600005";"2023.3.38.38101.300.2170.600005.6";"0,00";"12298,00";"3328,00";"3328,00";"3328,00"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Apoio ao Neojibá";"600046";"2023.3.38.38101.300.6953.600046.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MGISP";"30510002";"2023 ";" Bacelar";"Recuperação de Infraestrutura Turística";"600040";"2026.3.32.32101.411.5491.600040.6";"0,00";"2359753,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Universidade Estadual de Feira de Santana";"UEFS";"ME";"13310004";"2022 ";" Alice Portugal";"Infraestrutura em Unidade Universitária";"600027";"2025.3.11.11303.424.7867.600027.6";"0,00";"28500,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MGISP";"28710004";"2023";"Afonso Florence";"Apoio a Projeto de Infraestrutura Física";"600051";"2025.3.21.21301.414.7973.600051.6";"0,00";"900000,00";"175304,15";"175304,15";"175304,15"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MGISP";"13310020";"2023 ";" Alice Portugal";"Apoio a Empreendimento Atuante";"600043";"2025.3.21.21101.413.5914.600043.6";"0,00";"900000,00";"344959,95";"344959,95";"344959,95"
"2025";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MPA";"09032025-2-087388";"";"2025";"Assistência Técnica a Aquicultor";"600161";"2025.3.10.10101.417.6608.600161.6";"0,00";"219780,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"MF";"40800017";"2023";" Jaques Wagner";"Distribuição de Equipamentos de Pesca";"600052";"2026.3.10.10501.417.5916.600052.6";"0,00";"57643,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"ME";"27500003";"2021 ";" Valmir Assunçã";"Apoio Técnico e Financeiro a Projeto";"600007";"2025.3.30.30101.426.3289.600007.6";"0,00";"9714,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"27450003";"2022 ";" José Nunes";"Distribuição de Equipamento de Apoio";"600037";"2024.3.18.18401.417.1399.600037.6";"0,00";"604689,00";"604256,13";"604256,13";"604256,13"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MAPA";"36940005";"2022 ";" Jorge Solla";"Requalificação de Equipamento Esportivo";"600036";"2025.3.21.21301.414.1009.600036.6";"0,00";"364296,00";"346834,46";"346834,46";"346834,46"
"2026";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"09032025-076332";"";"2025";"Apoio Técnico e Financeiro a Entidade";"600148";"2026.3.38.38101.400.2170.600148.6";"0,00";"2068408,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"MF";"24680017";"2024 ";" Lídice da Mata";"Apoio à Instituição Cultural";"600065";"2025.3.22.22101.406.2314.600065.6";"0,00";"820000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"40720004";"2021 ";" Tito";"Recuperação de Equipamento";"600021";"2022.3.21.21301.305.1009.600021.6";"0,00";"1050000,00";"1050000,00";"663844,84";"656598,71"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"13390008";"2021 ";" Daniel Almeida";"Capacitação Social e Profissional";"600004";"2022.3.21.21101.308.1793.600004.6";"0,00";"150000,00";"146880,00";"146880,00";"146880,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"41660001";"2024";" Pastor Isidório";"Apoio a Evento de Interesse Turístico";"600062";"2024.3.32.32802.411.5893.600062.6";"0,00";"4180737,00";"4180700,00";"2865000,00";"2507500,00"
"2024";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MAPA";"36940005";"2022 ";" Jorge Solla";"Apoio à Realização de Evento";"600036";"2024.3.32.32101.411.3701.600036.6";"0,00";"35999,50";"35999,50";"35999,50";"35999,50"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MF";"13310004";"2024 ";" Alice Portugal";"Apoio a Geração de Trabalho e Renda";"600058";"2026.3.21.21101.413.5917.600058.6";"0,00";"550000,00";"311064,00";"311064,00";"311064,00"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"36940021";"2020 ";" Jorge Solla";"Implantação de Projeto de Apoio";"600000";"2022.3.18.18401.304.1926.600000.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"MF";"13310004";"2024 ";" Alice Portugal";"Aquisição de Equipamento para o Sistema";"600058";"2025.3.20.20801.437.7877.600058.6";"0,00";"150000,00";"149913,95";"118073,25";"115339,92"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MF";"91910001";"2023";" Zé Neto";"Implantação de Infraestrutura Viária";"600056";"2024.3.26.26101.419.1162.600056.6";"0,00";"2000000,00";"0,00";"0,00";"0,00"
