"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ministério de Origem da Emenda";"Número da Emenda Parlamentar";"Ano da Emenda";"Deputado";"Ação do Programa de Governo";"COD_SUBFONTE_RECURSO";"num_codigo";"Valor Orçado Inicial";"Valor Orçado Atual";"Valor Empenhado Total";"Valor Liquidado Total";"Valor Pago"
"2022";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"ME";"28710004";"2021";" Afonso Florence";"Aparelhamento de Unidade Escolar";"600010";"2022.3.11.11601.306.7744.600010.6";"0,00";"50000,00";"49999,00";"49999,00";"49999,00"
"2025";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"MF";"41230001";"2024";"Otto Fillho";"Ampliação e Renovação da Frota";"600072";"2025.3.20.20801.437.7873.600072.6";"0,00";"400000,00";"341020,00";"341020,00";"341020,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"27510008";"2023";" Waldenor Preira";"Construção de Equipamento";"600042";"2024.3.21.21301.414.7882.600042.6";"0,00";"320000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Assistência e Desenvolvimento Social";"SEADES";"Assessoria de Planejamento e Gestão - SEADES";"APG";"ME";"91910004";"2022 ";" Zé Neto";"Aparelhamento de Central de Distribuição";"600038";"2024.3.39.39101.403.5445.600038.6";"0,00";"380678,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"27510004";"2021 ";" Waldenor Perei";"Promoção de Atividade de Esporte";"600009";"2022.3.21.21301.308.5793.600009.6";"0,00";"170000,00";"152908,00";"152908,00";"152908,00"
"2022";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"ME";"36940001";"2021 ";" Jorge Solla";"Recuperação de Acesso";"600006";"2022.3.24.24801.309.7911.600006.6";"0,00";"609993,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social";"SJDHDS";"Assessoria de Planejamento e Gestão - SJDHDS";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio ao Neojibá";"600002";"2021.3.12.12101.300.6953.600002.6";"0,00";"200000,00";"200000,00";"200000,00";"200000,00"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"91910007";"2021 ";" Zé Neto";"Distribuição de Equipamento de Apoio";"600020";"2022.3.18.18401.304.1399.600020.6";"0,00";"528000,00";"528000,00";"528000,00";"528000,00"
"2021";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"13310003";"2021 ";" Alice Portugal";"Apoio Técnico e Financeiro à Implantação";"600003";"2021.3.34.34101.311.5549.600003.6";"0,00";"75000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MF";"09032025-076333";"";"2025";"Distribuição de Equipamento";"600098";"2025.3.10.10101.417.7385.600098.6";"0,00";"9900000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MTUR";"09032025-2-086345";"";"2025";"Apoio à Realização de Evento";"600164";"2025.3.32.32101.411.3701.600164.6";"0,00";"1108800,00";"590000,00";"170000,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"27510007";"2020 ";" Waldenor Perei";"Distribuição de Equipamento de Apoio";"600002";"2024.3.18.18401.417.1399.600002.6";"0,00";"117597,00";"117597,00";"117597,00";"117597,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MF";"40800017";"2023";" Jaques Wagner";"Revitalização de Mercado e Feira Livre";"600052";"2025.3.26.26401.419.7794.600052.6";"0,00";"1460973,00";"1460972,32";"1460972,32";"1460972,32"
"2024";"Secretaria de Cultura";"SECULT";"Fundação Cultural do Estado da Bahia";"FUNCEB";"ME";"13310004";"2022 ";" Alice Portugal";"Apoio às Filarmônicas";"600027";"2024.3.22.22201.406.3696.600027.6";"0,00";"100000,00";"50000,00";"50000,00";"50000,00"
"2020";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"Ministério da Economia";"36940021";"2020";"Não Informado";"Recuperação de Acesso";"600000";"2020.3.24.24801.309.7911.600000.6";"0,00";"1455005,00";"0,00";"0,00";"0,00"
"2020";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"Ministério da Economia";"13390001";"2020";"Não Informado";"Combate à Covid-19";"600001";"2020.3.21.21101.314.5365.600001.6";"0,00";"400000,00";"399996,78";"399996,78";"399996,78"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Apoio Técnico e Financeiro a Entidade";"600046";"2023.3.38.38101.300.2170.600046.6";"0,00";"360000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Instituto de Radiodifusão Educativa da Bahia";"IRDEB";"ME";"40800018";"2021 ";" Jaques Wagner";"Modernização tecnológica do IRDEB";"600016";"2021.3.11.11201.306.7536.600016.6";"0,00";"400000,00";"400000,00";"0,00";"0,00"
"2021";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"40720003";"2021 ";" Tito";"Construção de Equipamento";"600013";"2021.3.21.21301.305.7882.600013.6";"0,00";"1630000,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"Ministério da Economia";"27510007";"2020";"Não Informado";"Distribuição de Equipamento";"600002";"2020.3.10.10101.304.7385.600002.6";"0,00";"2000000,00";"205400,00";"205400,00";"0,00"
"2023";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"ME";"41280013";"2021 ";" Raimundo Costa";"Modernização de Órgão Público";"600015";"2023.3.10.10501.315.7950.600015.6";"0,00";"2508,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Funcionamento de Unidade Cultural";"600005";"2022.3.22.22101.302.6903.600005.6";"0,00";"52000,00";"52000,00";"52000,00";"52000,00"
"2021";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"91910007";"2021 ";" Zé Neto";"Ampliação de Equipamento Esportivo";"600020";"2021.3.21.21301.305.7974.600020.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"40720003";"2021 ";" Tito";"Recuperação de Equipamento";"600013";"2022.3.21.21301.305.1009.600013.6";"0,00";"156583,00";"156582,96";"0,00";"0,00"
"2020";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Ministério da Economia";"27510007";"2020";"Não Informado";"Apoio à Comercialização Produção Rural";"600002";"2020.3.18.18401.304.7838.600002.6";"0,00";"581068,00";"429696,00";"429696,00";"429696,00"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MTUR";"09032025-078596 ";"";" 2025";"Apoio à Realização de Evento";"600138";"2025.3.32.32101.411.3701.600138.6";"0,00";"2970000,00";"500000,00";"500000,00";"500000,00"
"2023";"Secretaria de Cultura";"SECULT";"Fundação Pedro Calmon - Centro de Memória e Arquivo Público da Bahia";"FPC-AP";"ME";"24680012";"2022 ";" Lídice da Mata";"Requalificação de Equipamento Cultural";"600031";"2023.3.22.22202.302.7857.600031.6";"0,00";"80000,00";"80000,00";"80000,00";"80000,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"27510008";"2023";" Waldenor Preira";"Apoio a Evento da Agricultura Familiar";"600042";"2026.3.18.18401.417.7988.600042.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"ME";"36940021";"2020 ";" Jorge Solla";"Distribuição de Equipamento de Apoio";"600000";"2025.3.18.18101.417.1399.600000.6";"0,00";"24669,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41900002";"2022 ";" Joseildo Ramos";"Implantação de Projeto de Apoio";"600023";"2024.3.18.18401.417.1926.600023.6";"0,00";"1040000,00";"453262,83";"453262,83";"453262,83"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"91910004";"2022 ";" Zé Neto";"Promoção de Atividade de Esporte";"600038";"2023.3.21.21301.303.5779.600038.6";"0,00";"290000,00";"110000,00";"110000,00";"110000,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"40800020";"2024";"Jaques Wagner";"Apoio a Evento de Interesse Turístico";"600061";"2024.3.32.32802.411.5893.600061.6";"0,00";"3000000,00";"2808000,00";"480000,00";"480000,00"
"2023";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"ME";"13310004";"2022 ";" Alice Portugal";"Requalificação de Equipamento Cultural";"600027";"2023.3.22.22301.302.7857.600027.6";"0,00";"200000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"36940011";"2024 ";" Jorge Solla";"Apoio a Evento de Interesse Turístico";"600066";"2025.3.32.32802.411.5893.600066.6";"0,00";"50000,00";"50000,00";"50000,00";"50000,00"
"2021";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"ME";"27510007";"2020 ";" Waldenor Perei";"Infraestrutura em Unidade Universitária";"600002";"2021.3.11.11301.306.7867.600002.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2022";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"36940021";"2020 ";" Jorge Solla";"Implantação de Infraestrutura de Wi-Fi";"600000";"2022.3.28.28101.301.7917.600000.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"ME";"91910004";"2022 ";" Zé Neto";"Recuperação de Acesso";"600038";"2022.3.24.24801.309.7911.600038.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"30510006";"2022 ";" Bacelar";"Requalificação de Equipamento Cultural";"600034";"2022.3.22.22101.302.7857.600034.6";"0,00";"250000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"MF";"13390020";"2024 ";" Daniel Almeid";"Apoio à Realização de Evento Cultural";"600063";"2025.3.22.22101.406.7980.600063.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310003";"2021 ";" Alice Portugal";"Recuperação de Equipamento";"600003";"2022.3.21.21301.305.1009.600003.6";"0,00";"500000,00";"200000,00";"200000,00";"200000,00"
"2024";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"24680012";"2022 ";" Lídice da Mata";"Apoio ao Neojibá";"600031";"2024.3.38.38101.400.6953.600031.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"MDA";"09032025-2-087386";"";"2025";"Distribuição de Equipamento de Apoio";"600157";"2025.3.18.18101.417.1399.600157.6";"0,00";"297000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41280013";"2021 ";" Raimundo Costa";"Distribuição de Equipamento de Apoio";"600015";"2025.3.18.18401.417.1399.600015.6";"0,00";"114491,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"ME";"13310004";"2022 ";" Alice Portugal";"Requalificação de Equipamento Cultural";"600027";"2024.3.22.22301.406.7857.600027.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"27510004";"2021 ";" Waldenor Perei";"Promoção de Atividade de Esporte";"600009";"2023.3.21.21301.308.5793.600009.6";"0,00";"17092,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Implantação de Equipamento Urbano";"600020";"2022.3.26.26101.305.1158.600020.6";"0,00";"250000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"27510001";"2024";"Waldenor Pereira";"Apoio a Evento de Interesse Turístico";"600059";"2025.3.32.32802.411.5893.600059.6";"0,00";"1225000,00";"1175000,00";"1075000,00";"1050000,00"
"2023";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"ME";"27500006";"2022 ";" Valmir Assunçã";"Implantação de Infraestrutura Viária";"600032";"2023.3.26.26401.305.1162.600032.6";"0,00";"1100000,00";"899790,42";"899790,42";"899790,42"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"41900001";"2023";" Joseildo Ramos";"Promoção de Atividade de Esporte";"600050";"2024.3.21.21301.414.5793.600050.6";"0,00";"103023,00";"103023,00";"103023,00";"103023,00"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"40720005";"2021 ";" Tito";"Distribuição de Equipamento de Apoio";"600022";"2022.3.18.18401.304.1399.600022.6";"0,00";"300000,00";"290263,50";"290263,50";"290263,50"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"36940001";"2021 ";" Jorge Solla";"Implantação de Equipamento Urbano";"600006";"2025.3.26.26101.419.1158.600006.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"91910004";"2022 ";" Zé Neto";"Requalificação de Equipamento Esportivo";"600038";"2025.3.21.21301.414.1009.600038.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"ME";"24680012";"2022 ";" Lídice da Mata";"Gestão das Ações de Ensino de Graduação";"600031";"2023.3.11.11302.306.6908.600031.6";"0,00";"55000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"ME";"91910007";"2021 ";" Zé Neto";"Ampliação e Renovação da Frota";"600020";"2023.3.20.20801.314.7873.600020.6";"0,00";"480000,00";"480000,00";"480000,00";"480000,00"
"2021";"Secretaria do Planejamento";"SEPLAN";"Superintendência de Estudos Econômicos e Sociais da Bahia";"SEI";"ME";"40800013";"2021 ";" Jaques Wagner";"Realização de Pesquisa e Análise";"600011";"2021.3.17.17301.315.7457.600011.6";"0,00";"90000,00";"90000,00";"73099,17";"73099,17"
"2023";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"36940001";"2021 ";" Jorge Solla";"Implantação de Infraestrutura de Wi-Fi";"600006";"2023.3.28.28101.301.7917.600006.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MF";"13620004";"2023";" Josias Gomes";"Distribuição de Equipamento de Apoio";"600045";"2026.3.18.18401.417.1399.600045.6";"0,00";"273278,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"MDA";"09032025-077145 ";"";" 2025";"Apoio a Evento da Agricultura Familiar";"600119";"2025.3.18.18101.417.7988.600119.6";"0,00";"1287000,00";"1130000,00";"1130000,00";"1130000,00"
"2024";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"ME";"13310004";"2022 ";" Alice Portugal";"Ações de Visibilidade e Permanência";"600027";"2024.3.30.30101.427.5599.600027.6";"0,00";"450000,00";"450000,00";"450000,00";"450000,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"13620001";"2023";" Josias Gomes";"Apoio a Evento de Interesse Turístico";"600044";"2024.3.32.32802.411.5893.600044.6";"0,00";"300000,00";"300000,00";"300000,00";"300000,00"
"2025";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"MEC";"09032025-077147 ";"";" 2025";"Educação do Campo e Desenvolvimento";"600116";"2025.3.11.11301.424.4048.600116.6";"0,00";"247500,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"MF";"13310007";"2024 ";" Alice Portugal";"Apoio a Projeto de Empreendedorismo";"600060";"2025.3.30.30101.426.4699.600060.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio Técnico e Financeiro a Entidade";"600002";"2023.3.38.38101.300.2170.600002.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41280013";"2021 ";" Raimundo Costa";"Distribuição de Equipamento de Apoio";"600015";"2026.3.18.18401.417.1399.600015.6";"0,00";"114491,00";"75112,45";"75112,45";"75112,45"
"2022";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"BAHIATURSA";"ME";"27510006";"2022 ";" Waldenor Perei";"Apoio a Evento de Interesse Turístico";"600025";"2022.3.32.32801.303.5893.600025.6";"0,00";"445904,00";"345904,00";"345904,00";"345904,00"
"2021";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Requalificação de Via no Centro Antigo";"600005";"2021.3.26.26101.305.7496.600005.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"27510007";"2020 ";" Waldenor Perei";"Implantação de Infraestrutura Hídrica";"600002";"2023.3.18.18401.312.5040.600002.6";"0,00";"117597,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"41280009";"2021 ";" Raimundo Costa";"Construção de Equipamento";"600014";"2025.3.21.21101.414.7882.600014.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Aparelhamento de Unidade Escolar";"600020";"2021.3.11.11101.306.7744.600020.6";"0,00";"34750,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Fundação Cultural do Estado da Bahia";"FUNCEB";"ME";"13310004";"2022 ";" Alice Portugal";"Apoio às Filarmônicas";"600027";"2025.3.22.22201.406.3696.600027.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"ME";"41280006";"2022 ";" Raimundo Costa";"Aquisição de Equipamento de Informática";"600024";"2023.3.20.20801.314.7875.600024.6";"0,00";"42000,00";"41955,16";"41955,16";"41955,16"
"2026";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MF";"09032025-079405";"";"2025";"Apoio Evento Aquicultura e Pesca";"600106";"2026.3.10.10101.417.3146.600106.6";"0,00";"198000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"13310004";"2022 ";" Alice Portugal";"Apoio ao Neojibá";"600027";"2023.3.38.38101.300.6953.600027.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"13310004";"2022 ";" Alice Portugal";"Apoio a Geração de Trabalho e Renda";"600027";"2024.3.21.21101.413.5917.600027.6";"0,00";"350000,00";"194257,26";"194257,26";"194257,26"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Requalificação de Infraestrutura Viária";"600046";"2025.3.26.26401.419.5344.600046.6";"0,00";"2500000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"36940001";"2021 ";" Jorge Solla";"Implementação de Núcleo de Iniciação";"600006";"2022.3.21.21301.314.4565.600006.6";"0,00";"200000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"27510004";"2021 ";" Waldenor Perei";"Implantação de Infraestrutura de Wi-Fi";"600009";"2021.3.28.28101.301.7917.600009.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MC";"09032025-076695";"";"2025";"Requalificação de Equipamento Urbano";"600081";"2026.3.26.26101.419.5183.600081.6";"0,00";"347463,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MTUR";"09032025-2-087352 ";"";" 2025";"Apoio a Evento de Interesse Turístico";"600167";"2025.3.32.32802.411.5893.600167.6";"0,00";"396000,00";"0,00";"0,00";"0,00"
