"num_codigo";"num_codigo_exec";"num_codigo_liqu";"nom_orgao_orcamento_exec"
"2025.3.32.32101.411.3701.600053.6";"2025.3.32.32101.411.3701.600053.6";"2025.5679322.32101.0.600053.411.3701.90185.6";"Secretaria de Turismo"
"2025.3.38.38101.400.2170.600057.6";"2025.3.38.38101.400.2170.600057.6";"2025.5681062.38101.0.600057.400.2170.91415.6";"Secretaria de Justiça e Direitos Humanos"
"2026.3.28.28101.405.5649.600046.6";"2026.3.28.28101.405.5649.600046.6";"2026.6190396.28101.1.600046.405.5649.97011.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2020.3.18.18401.304.1399.600001.6";"2020.3.18.18401.304.1399.600001.6";"2020.3892989.18401.0.600001.304.1399.46264.6";"Secretaria de Desenvolvimento Rural"
"2021.3.18.18401.312.5040.600002.6";"2021.3.18.18401.312.5040.600002.6";"2021.4567813.18401.1.600002.312.5040.46524.6";"Secretaria de Desenvolvimento Rural"
"2022.3.12.12201.300.4365.600002.6";"2022.3.12.12201.300.4365.600002.6";"2022.4583291.12201.0.600002.300.4365.46893.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2022.3.28.28101.301.7917.600009.6";"2022.3.28.28101.301.7917.600009.6";"2022.4575139.28101.1.600009.301.7917.51878.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2023.3.20.20102.314.7877.600002.6";"2023.3.20.20102.314.7877.600002.6";"2023.4945682.20102.1.600002.314.7877.55816.6";"Secretaria da Segurança Pública"
"2023.3.38.38101.300.6953.600031.6";"2023.3.38.38101.300.6953.600031.6";"2023.5199131.38101.3.600031.300.6953.57303.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.11.11302.424.6908.600031.6";"2024.3.11.11302.424.6908.600031.6";"2024.5657249.11302.1.600031.424.6908.61618.6";"Secretaria da Educação"
"2024.3.20.20801.437.7877.600018.6";"2024.3.20.20801.437.7877.600018.6";"2024.5659357.20801.1.600018.437.7877.61638.6";"Secretaria da Segurança Pública"
"2024.3.21.21301.414.1009.600036.6";"2024.3.21.21301.414.1009.600036.6";"2024.5213263.21301.1.600036.414.1009.61619.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.22.22202.407.3294.600046.6";"2024.3.22.22202.407.3294.600046.6";"2024.5225699.22202.1.600046.407.3294.62306.6";"Secretaria de Cultura"
"2024.3.34.34101.429.4181.600043.6";"2024.3.34.34101.429.4181.600043.6";"2024.5326419.34101.1.600043.429.4181.62303.6";"Secretaria de Políticas para as Mulheres"
"2024.3.80.80102.900.8070.600056.6";"2024.3.80.80102.900.8070.600056.6";"2024.5208928.80102.0.600056.900.8070.62315.6";"Encargos Gerais do Estado"
"2025.3.18.18101.417.1399.600107.6";"2025.3.18.18101.417.1399.600107.6";"2025.6181357.18101.0.600107.417.1399.97559.6";"Secretaria de Desenvolvimento Rural"
"2025.3.26.26101.419.1162.600056.6";"2025.3.26.26101.419.1162.600056.6";"2025.5673352.26101.4.600056.419.1162.90187.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.30.30101.426.4699.600060.6";"2025.3.30.30101.426.4699.600060.6";"2025.5672340.30101.2.600060.426.4699.91413.6";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais"
"2026.3.10.10101.417.5916.600111.6";"2026.3.10.10101.417.5916.600111.6";"2026.6186671.10101.1.600111.417.5916.97630.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.26.26101.419.1162.600081.6";"2026.3.26.26101.419.1162.600081.6";"2026.6195697.26101.0.600081.419.1162.97567.6";"Secretaria de Desenvolvimento Urbano"
"2026.3.38.38101.400.2505.600062.6";"2026.3.38.38101.400.2505.600062.6";"2026.6194232.38101.3.600062.400.2505.95497.6";"Secretaria de Justiça e Direitos Humanos"
"2026.3.10.10101.417.3146.600106.6";"2026.3.10.10501.417.3146.600106.6";"2026.6189182.10501.1.600106.417.3146.97608.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2020.3.26.26101.305.1162.600000.6";"2020.3.26.26101.305.1162.600000.6";"2020.3893460.26101.0.600000.305.1162.46263.6";"Secretaria de Desenvolvimento Urbano"
"2021.3.21.21301.305.7882.600003.6";"2021.3.21.21301.305.7882.600003.6";"2021.4542149.21301.1.600003.305.7882.51508.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2021.3.80.80102.900.8070.600003.6";"2021.3.80.80102.900.8070.600003.6";"2021.4233223.80102.0.600003.900.8070.51508.6";"Encargos Gerais do Estado"
"2022.3.11.11302.306.7863.600009.6";"2022.3.11.11302.306.7863.600009.6";"2022.4575505.11302.0.600009.306.7863.51878.6";"Secretaria da Educação"
"2022.3.18.18401.312.5040.600015.6";"2022.3.18.18401.312.5040.600015.6";"2022.4577026.18401.0.600015.312.5040.51884.6";"Secretaria de Desenvolvimento Rural"
"2022.3.34.34101.311.5558.600003.6";"2022.3.34.34101.311.5558.600003.6";"2022.4586880.34101.1.600003.311.5558.51872.6";"Secretaria de Políticas para as Mulheres"
"2022.3.80.80102.900.8070.600019.6";"2022.3.80.80102.900.8070.600019.6";"2022.4572101.80102.0.600019.900.8070.51888.6";"Encargos Gerais do Estado"
"2023.3.26.26101.305.1162.600009.6";"2023.3.26.26101.305.1162.600009.6";"2023.4946386.26401.2.600009.305.1162.55823.6";"Secretaria de Desenvolvimento Urbano"
"2024.3.24.24801.432.7911.600036.6";"2024.3.24.24801.432.7911.600036.6";"2024.5215674.24801.0.600036.432.7911.61619.6";"Secretaria de Infraestrutura"
"2024.3.26.26101.419.1158.600020.6";"2024.3.26.26101.419.1158.600020.6";"2024.5215397.26101.0.600020.419.1158.61640.6";"Secretaria de Desenvolvimento Urbano"
"2024.3.80.80102.900.8070.600015.6";"2024.3.80.80102.900.8070.600015.6";"2024.5208876.80102.0.600015.900.8070.61635.6";"Encargos Gerais do Estado"
"2025.3.11.11301.424.2443.600047.6";"2025.3.11.11301.424.2443.600047.6";"2025.5675158.11301.5.600047.424.2443.90183.6";"Secretaria da Educação"
"2025.3.21.21101.446.7850.600058.6";"2025.3.21.21101.446.7850.600058.6";"2025.5673611.21101.0.600058.446.7850.91461.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.21.21301.414.1009.600029.6";"2025.3.21.21301.414.1009.600029.6";"2025.5668945.21301.0.600029.414.1009.90228.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.26.26101.419.1162.600053.6";"2025.3.26.26101.419.1162.600053.6";"2025.5673350.26101.4.600053.419.1162.90185.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.26.26101.419.1162.600057.6";"2025.3.26.26101.419.1162.600057.6";"2025.5674140.26101.4.600057.419.1162.91415.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.26.26401.419.1162.600075.6";"2025.3.26.26401.419.1162.600075.6";"2025.5674956.26401.0.600075.419.1162.91385.6";"Secretaria de Desenvolvimento Urbano"
"2026.3.26.26101.419.5183.600042.6";"2026.3.26.26101.419.5183.600042.6";"2026.6194628.26401.2.600042.419.5183.97016.6";"Secretaria de Desenvolvimento Urbano"
"2024.3.18.18101.417.1399.600000.6";"2024.3.18.18401.417.1399.600000.6";"2024.5219347.18401.1.600000.417.1399.61620.6";"Secretaria de Desenvolvimento Rural"
"2026.3.28.28101.405.5649.600046.6";"2026.3.11.11302.405.5649.600046.6";"2026.6194143.28101.1.600046.405.5649.97011.6";"Secretaria da Educação"
"2021.3.18.18401.304.1399.600004.6";"2021.3.18.18401.304.1399.600004.6";"2021.4234813.18401.1.600004.304.1399.51509.6";"Secretaria de Desenvolvimento Rural"
"2022.3.11.11303.306.7867.600031.6";"2022.3.11.11303.306.7867.600031.6";"2022.4662256.11303.1.600031.306.7867.57109.6";"Secretaria da Educação"
"2022.3.80.80102.900.8070.600015.6";"2022.3.80.80102.900.8070.600015.6";"2022.4572091.80102.0.600015.900.8070.51884.6";"Encargos Gerais do Estado"
"2023.3.20.20801.314.7875.600006.6";"2023.3.20.20801.314.7875.600006.6";"2023.5200493.20801.50.600006.314.7875.55820.6";"Secretaria da Segurança Pública"
"2024.3.8.8501.434.7894.600052.6";"2024.3.8.8501.434.7894.600052.6";"2024.5227895.8501.2.600052.434.7894.62312.6";"Secretaria de Infraestrutura Hídrica e Saneamento"
"2025.3.10.10101.417.7385.600086.6";"2025.3.10.10101.417.7385.600086.6";"2025.6176675.10101.0.600086.417.7385.97522.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.32.32101.411.3701.600139.6";"2025.3.32.32101.411.3701.600139.6";"2025.6180135.32101.3.600139.411.3701.97691.6";"Secretaria de Turismo"
"2026.3.10.10501.417.5916.600036.6";"2026.3.10.10501.417.5916.600036.6";"2026.6190528.10501.0.600036.417.5916.97024.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.80.80102.900.8070.600013.6";"2026.3.80.80102.900.8070.600013.6";"2026.6187105.80102.0.600013.900.8070.95137.6";"Encargos Gerais do Estado"
"2023.3.26.26101.305.1162.600053.6";"2023.3.26.26401.305.1162.600053.6";"2023.5094579.26401.2.600053.305.1162.62127.6";"Secretaria de Desenvolvimento Urbano"
"2023.3.38.38201.300.4365.600002.6";"2023.3.32.32802.300.4365.600002.6";"2023.4934754.38201.1.600002.300.4365.55816.6";"Secretaria de Turismo"
"2021.3.11.11101.306.5262.600009.6";"2021.3.11.11101.306.5262.600009.6";"2021.4278510.11101.0.600009.306.5262.51514.6";"Secretaria da Educação"
"2021.3.21.21301.305.7882.600003.6";"2021.3.21.21301.305.7882.600003.6";"2021.4563537.21301.1.600003.305.7882.51508.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2023.3.11.11302.306.7871.600009.6";"2023.3.11.11302.306.7871.600009.6";"2023.4938157.11302.1.600009.306.7871.55823.6";"Secretaria da Educação"
"2023.3.28.28101.301.7917.600020.6";"2023.3.28.28101.301.7917.600020.6";"2023.4932380.28101.0.600020.301.7917.55834.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2024.3.24.24801.432.7911.600048.6";"2024.3.24.24801.432.7911.600048.6";"2024.5226301.24801.0.600048.432.7911.62308.6";"Secretaria de Infraestrutura"
"2024.3.38.38101.400.2170.600042.6";"2024.3.38.38101.400.2170.600042.6";"2024.5207987.38101.3.600042.400.2170.62302.6";"Secretaria de Justiça e Direitos Humanos"
"2025.3.10.10101.417.7385.600054.6";"2025.3.10.10101.417.7385.600054.6";"2025.5673396.10101.1.600054.417.7385.90186.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.18.18101.417.7988.600119.6";"2025.3.18.18101.417.7988.600119.6";"2025.6181537.18401.1.600119.417.7988.97667.6";"Secretaria de Desenvolvimento Rural"
"2025.3.18.18401.417.1399.600105.6";"2025.3.18.18401.417.1399.600105.6";"2025.6179064.18401.0.600105.417.1399.97555.6";"Secretaria de Desenvolvimento Rural"
"2025.3.21.21301.414.5793.600071.6";"2025.3.21.21301.414.5793.600071.6";"2025.5670678.21301.0.600071.414.5793.91375.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2026.3.10.10101.417.5916.600159.6";"2026.3.10.10101.417.5916.600159.6";"2026.6186936.10101.1.600159.417.5916.97841.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.18.18401.417.1399.600069.6";"2026.3.18.18401.417.1399.600069.6";"2026.6188815.18401.0.600069.417.1399.95496.6";"Secretaria de Desenvolvimento Rural"
"2021.3.10.10101.304.7385.600002.6";"2021.3.10.10101.304.7385.600002.6";"2021.4224573.10101.1.600002.304.7385.46524.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2021.3.11.11101.306.5258.600009.6";"2021.3.11.11101.306.5258.600009.6";"2021.4278549.11101.1.600009.306.5258.51514.6";"Secretaria da Educação"
"2021.3.17.17301.315.2064.600011.6";"2021.3.17.17301.315.2064.600011.6";"2021.4332280.17301.0.600011.315.2064.51516.6";"Secretaria do Planejamento"
"2022.3.10.10101.304.7385.600000.6";"2022.3.10.10101.304.7385.600000.6";"2022.4586287.10101.1.600000.304.7385.51324.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2022.3.18.18401.304.1399.600033.6";"2022.3.18.18401.304.1399.600033.6";"2022.4588788.18401.0.600033.304.1399.57111.6";"Secretaria de Desenvolvimento Rural"
"2022.3.26.26101.305.1158.600000.6";"2022.3.26.26101.305.1158.600000.6";"2022.4922692.26101.4.600000.305.1158.51324.6";"Secretaria de Desenvolvimento Urbano"
"2022.3.34.34101.311.5558.600002.6";"2022.3.34.34101.311.5558.600002.6";"2022.4586933.34101.1.600002.311.5558.46893.6";"Secretaria de Políticas para as Mulheres"
"2022.3.34.34101.311.5558.600002.6";"2022.3.34.34101.311.5558.600002.6";"2022.4586934.34101.0.600002.311.5558.46893.6";"Secretaria de Políticas para as Mulheres"
"2022.3.80.80102.900.8070.600020.6";"2022.3.80.80102.900.8070.600020.6";"2022.4578488.80102.0.600020.900.8070.51810.6";"Encargos Gerais do Estado"
"2023.3.11.11301.306.4048.600009.6";"2023.3.11.11301.306.4048.600009.6";"2023.4940388.11301.16.600009.306.4048.55823.6";"Secretaria da Educação"
"2023.3.11.11302.306.7867.600031.6";"2023.3.11.11302.306.7867.600031.6";"2023.4934720.11302.0.600031.306.7867.57248.6";"Secretaria da Educação"
"2023.3.38.38101.300.2170.600005.6";"2023.3.38.38101.300.2170.600005.6";"2023.4935041.38101.3.600005.300.2170.55819.6";"Secretaria de Justiça e Direitos Humanos"
"2023.3.80.80102.900.8070.600022.6";"2023.3.80.80102.900.8070.600022.6";"2023.4928744.80102.0.600022.900.8070.55836.6";"Encargos Gerais do Estado"
"2024.3.21.21301.414.5793.600059.6";"2024.3.21.21301.414.5793.600059.6";"2024.5226259.21301.1.600059.414.5793.91326.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.10.10501.417.5916.600031.6";"2025.3.10.10501.417.5916.600031.6";"2025.5671116.10501.1.600031.417.5916.90200.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.18.18101.417.1399.600135.6";"2025.3.18.18101.417.1399.600135.6";"2025.6181431.18101.3.600135.417.1399.97695.6";"Secretaria de Desenvolvimento Rural"
"2025.3.18.18401.417.1399.600059.6";"2025.3.18.18401.417.1399.600059.6";"2025.5671904.18401.1.600059.417.1399.91468.6";"Secretaria de Desenvolvimento Rural"
"2025.3.24.24801.432.7911.600061.6";"2025.3.24.24801.432.7911.600061.6";"2025.6179974.24801.0.600061.432.7911.91454.6";"Secretaria de Infraestrutura"
"2026.3.22.22301.407.5521.600034.6";"2026.3.22.22301.407.5521.600034.6";"2026.6190974.22301.1.600034.407.5521.95154.6";"Secretaria de Cultura"
"2026.3.26.26101.419.1162.600043.6";"2026.3.26.26101.419.1162.600043.6";"2026.6195953.26101.4.600043.419.1162.95157.6";"Secretaria de Desenvolvimento Urbano"
"2026.3.26.26101.419.5183.600042.6";"2026.3.26.26101.419.5183.600042.6";"2026.6191932.26101.0.600042.419.5183.97016.6";"Secretaria de Desenvolvimento Urbano"
"2026.3.18.18101.417.1399.600155.6";"2026.3.18.18401.417.1399.600155.6";"2026.6196636.18401.1.600155.417.1399.97932.6";"Secretaria de Desenvolvimento Rural"
"2021.3.24.24801.309.7911.600000.6";"2021.3.24.24801.309.7911.600000.6";"2021.4224248.24801.0.600000.309.7911.46473.6";"Secretaria de Infraestrutura"
"2021.3.80.80102.900.8070.600021.6";"2021.3.80.80102.900.8070.600021.6";"2021.4564352.80102.0.600021.900.8070.51574.6";"Encargos Gerais do Estado"
"2022.3.22.22101.302.7986.600002.6";"2022.3.22.22101.302.7986.600002.6";"2022.4580560.22101.1.600002.302.7986.46893.6";"Secretaria de Cultura"
"2024.3.21.21101.414.7882.600014.6";"2024.3.21.21101.414.7882.600014.6";"2024.5213778.21101.0.600014.414.7882.61634.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.26.26101.419.1162.600025.6";"2024.3.26.26101.419.1162.600025.6";"2024.5219217.26101.0.600025.419.1162.61644.6";"Secretaria de Desenvolvimento Urbano"
"2024.3.80.80102.900.8070.600000.6";"2024.3.80.80102.900.8070.600000.6";"2024.5208794.80102.0.600000.900.8070.61620.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600012.6";"2024.3.80.80102.900.8070.600012.6";"2024.5208862.80102.0.600012.900.8070.61632.6";"Encargos Gerais do Estado"
"2025.3.18.18401.417.1399.600046.6";"2025.3.18.18401.417.1399.600046.6";"2025.5678353.18401.0.600046.417.1399.90188.6";"Secretaria de Desenvolvimento Rural"
"2025.3.20.20801.437.7873.600088.6";"2025.3.20.20801.437.7873.600088.6";"2025.6180307.20801.72.600088.437.7873.97525.6";"Secretaria da Segurança Pública"
"2025.3.21.21301.414.4997.600045.6";"2025.3.21.21301.414.4997.600045.6";"2025.5670350.21301.0.600045.414.4997.90194.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.26.26401.419.1162.600039.6";"2025.3.26.26401.419.1162.600039.6";"2025.5670588.26401.1.600039.419.1162.90190.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.80.80102.900.8070.600078.6";"2025.3.80.80102.900.8070.600078.6";"2025.5665688.80102.0.600078.900.8070.91419.6";"Encargos Gerais do Estado"
"2026.3.10.10101.417.7385.600086.6";"2026.3.10.10101.417.7385.600086.6";"2026.6187580.10101.0.600086.417.7385.97572.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.11.11301.424.4048.600042.6";"2026.3.11.11301.424.4048.600042.6";"2026.6192953.11301.16.600042.424.4048.97016.6";"Secretaria da Educação"
"2026.3.18.18101.417.1399.600059.6";"2026.3.18.18101.417.1399.600059.6";"2026.6191062.18101.3.600059.417.1399.95494.6";"Secretaria de Desenvolvimento Rural"
"2026.3.18.18401.417.1399.600077.6";"2026.3.18.18401.417.1399.600077.6";"2026.6188869.18401.1.600077.417.1399.97088.6";"Secretaria de Desenvolvimento Rural"
"2026.3.21.21101.413.6672.600090.6";"2026.3.21.21101.413.6672.600090.6";"2026.6191595.21101.0.600090.413.6672.97576.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2026.3.32.32101.411.3701.600050.6";"2026.3.32.32101.411.3701.600050.6";"2026.6195159.32101.3.600050.411.3701.97007.6";"Secretaria de Turismo"
"2026.3.80.80102.900.8070.600001.6";"2026.3.80.80102.900.8070.600001.6";"2026.6187071.80102.0.600001.900.8070.97026.6";"Encargos Gerais do Estado"
"2026.3.10.10101.417.5935.600162.6";"2026.3.10.10501.417.5935.600162.6";"2026.6194002.10501.1.600162.417.5935.97908.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2023.3.22.22101.302.7857.600031.6";"2023.3.22.22202.302.7857.600031.6";"2023.4933943.22101.1.600031.302.7857.57248.6";"Secretaria de Cultura"
"2022.3.21.21301.305.1009.600036.6";"2022.3.21.21301.305.1009.600036.6";"2022.4923485.21301.1.600036.305.1009.57114.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2023.3.80.80102.900.8070.600030.6";"2023.3.80.80102.900.8070.600030.6";"2023.4928754.80102.0.600030.900.8070.57246.6";"Encargos Gerais do Estado"
"2024.3.18.18401.417.1926.600023.6";"2024.3.18.18401.417.1926.600023.6";"2024.5210966.18401.0.600023.417.1926.61643.6";"Secretaria de Desenvolvimento Rural"
"2024.3.21.21301.414.1009.600038.6";"2024.3.21.21301.414.1009.600038.6";"2024.5212324.21301.0.600038.414.1009.61652.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.21.21301.414.5793.600004.6";"2024.3.21.21301.414.5793.600004.6";"2024.5212541.21301.1.600004.414.5793.61624.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.26.26101.419.1158.600020.6";"2024.3.26.26101.419.1158.600020.6";"2024.5225943.26101.4.600020.419.1158.61640.6";"Secretaria de Desenvolvimento Urbano"
"2024.3.34.34101.446.3194.600005.6";"2024.3.34.34101.446.3194.600005.6";"2024.5657440.34101.0.600005.446.3194.61590.6";"Secretaria de Políticas para as Mulheres"
"2025.3.18.18101.417.1399.600056.6";"2025.3.18.18101.417.1399.600056.6";"2025.5675172.18101.0.600056.417.1399.90187.6";"Secretaria de Desenvolvimento Rural"
"2025.3.18.18401.417.1399.600045.6";"2025.3.18.18401.417.1399.600045.6";"2025.5670666.18401.0.600045.417.1399.90194.6";"Secretaria de Desenvolvimento Rural"
"2025.3.20.20801.437.7875.600006.6";"2025.3.20.20801.437.7875.600006.6";"2025.5669814.20801.0.600006.437.7875.90208.6";"Secretaria da Segurança Pública"
"2025.3.21.21301.414.4997.600045.6";"2025.3.21.21301.414.4997.600045.6";"2025.5670580.21301.1.600045.414.4997.90194.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.21.21301.414.7882.600073.6";"2025.3.21.21301.414.7882.600073.6";"2025.5675466.21301.0.600073.414.7882.91387.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.30.30101.426.4034.600043.6";"2025.3.30.30101.426.4034.600043.6";"2025.5672654.30101.0.600043.426.4034.90235.6";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais"
"2026.3.11.11301.424.2443.600047.6";"2026.3.11.11301.424.2443.600047.6";"2026.6192219.11301.0.600047.424.2443.97006.6";"Secretaria da Educação"
"2026.3.11.11301.424.2443.600047.6";"2026.3.11.11301.424.2443.600047.6";"2026.6192403.11301.5.600047.424.2443.97006.6";"Secretaria da Educação"
"2026.3.11.11301.424.2443.600047.6";"2026.3.11.11301.424.2443.600047.6";"2026.6192405.11301.5.600047.424.2443.97006.6";"Secretaria da Educação"
"2026.3.11.11301.424.2443.600047.6";"2026.3.11.11301.424.2443.600047.6";"2026.6192407.11301.5.600047.424.2443.97006.6";"Secretaria da Educação"
"2026.3.18.18401.417.1399.600073.6";"2026.3.18.18401.417.1399.600073.6";"2026.6188675.18401.1.600073.417.1399.97084.6";"Secretaria de Desenvolvimento Rural"
"2026.3.22.22201.406.2314.600067.6";"2026.3.22.22201.406.2314.600067.6";"2026.6196377.22201.0.600067.406.2314.97083.6";"Secretaria de Cultura"
"2026.3.39.39601.402.2284.600083.6";"2026.3.39.39601.402.2284.600083.6";"2026.6195592.39601.1.600083.402.2284.97488.6";"Secretaria de Assistência e Desenvolvimento Social"
"2026.3.80.80102.900.8070.600018.6";"2026.3.80.80102.900.8070.600018.6";"2026.6187111.80102.0.600018.900.8070.95142.6";"Encargos Gerais do Estado"
"2026.3.80.80102.900.8070.600025.6";"2026.3.80.80102.900.8070.600025.6";"2026.6187119.80102.0.600025.900.8070.95148.6";"Encargos Gerais do Estado"
"2022.3.22.22101.302.7980.600005.6";"2022.3.22.22202.302.7980.600005.6";"2022.4924779.22202.1.600005.302.7980.51795.6";"Secretaria de Cultura"
"2021.3.12.12101.300.2170.600009.6";"2021.3.12.12101.300.2170.600009.6";"2021.4234314.12101.0.600009.300.2170.51514.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2021.3.80.80102.900.8070.600004.6";"2021.3.80.80102.900.8070.600004.6";"2021.4233225.80102.0.600004.900.8070.51509.6";"Encargos Gerais do Estado"
"2022.3.21.21101.308.5917.600004.6";"2022.3.21.21101.308.5917.600004.6";"2022.4575135.21101.7.600004.308.5917.51873.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2022.3.34.34101.311.5549.600003.6";"2022.3.34.34101.311.5549.600003.6";"2022.4576492.34101.1.600003.311.5549.51872.6";"Secretaria de Políticas para as Mulheres"
"2023.3.11.11301.306.4048.600009.6";"2023.3.11.11301.306.4048.600009.6";"2023.4940321.11301.0.600009.306.4048.55823.6";"Secretaria da Educação"
"2023.3.28.28101.301.7917.600020.6";"2023.3.28.28101.301.7917.600020.6";"2023.4932897.28101.1.600020.301.7917.55834.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2023.3.38.38101.300.2170.600042.6";"2023.3.38.38101.300.2170.600042.6";"2023.5090905.38101.1.600042.300.2170.62132.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.10.10101.417.7385.600053.6";"2024.3.10.10101.417.7385.600053.6";"2024.5225282.10101.1.600053.417.7385.62313.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2024.3.26.26401.419.1162.600030.6";"2024.3.26.26401.419.1162.600030.6";"2024.5219253.26401.1.600030.419.1162.61647.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.11.11301.424.2443.600047.6";"2025.3.11.11301.424.2443.600047.6";"2025.5673810.11301.1.600047.424.2443.90183.6";"Secretaria da Educação"
"2025.3.11.11301.424.4048.600059.6";"2025.3.11.11301.424.4048.600059.6";"2025.5670498.11301.16.600059.424.4048.91468.6";"Secretaria da Educação"
"2025.3.11.11302.424.7867.600031.6";"2025.3.11.11302.424.7867.600031.6";"2025.5671274.11302.0.600031.424.7867.90200.6";"Secretaria da Educação"
"2025.3.26.26401.419.1162.600075.6";"2025.3.26.26401.419.1162.600075.6";"2025.5675355.26401.1.600075.419.1162.91385.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.80.80102.900.8070.600037.6";"2025.3.80.80102.900.8070.600037.6";"2025.5665792.80102.0.600037.900.8070.90233.6";"Encargos Gerais do Estado"
"2026.3.18.18101.417.1399.600099.6";"2026.3.18.18101.417.1399.600099.6";"2026.6196522.18101.3.600099.417.1399.97593.6";"Secretaria de Desenvolvimento Rural"
"2026.3.28.28101.405.5253.600046.6";"2026.3.28.28101.405.5253.600046.6";"2026.6189627.28101.0.600046.405.5253.97011.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2020.3.20.20102.314.7877.600002.6";"2020.3.20.20102.314.7877.600002.6";"2020.4218767.20102.1.600002.314.7877.46265.6";"Secretaria da Segurança Pública"
"2021.3.12.12201.300.4365.600002.6";"2021.3.12.12201.300.4365.600002.6";"2021.4224466.12201.1.600002.300.4365.46524.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2022.3.12.12101.300.2170.600025.6";"2022.3.12.12101.300.2170.600025.6";"2022.4588787.12101.0.600025.300.2170.57103.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2023.3.10.10101.304.7385.600036.6";"2023.3.10.10101.304.7385.600036.6";"2023.4935798.10101.1.600036.304.7385.57254.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2023.3.18.18401.304.1399.600033.6";"2023.3.18.18401.304.1399.600033.6";"2023.4934368.18401.0.600033.304.1399.57252.6";"Secretaria de Desenvolvimento Rural"
"2023.3.22.22101.302.7980.600005.6";"2023.3.22.22101.302.7980.600005.6";"2023.4938010.22101.1.600005.302.7980.55819.6";"Secretaria de Cultura"
"2023.3.32.32802.303.5893.600042.6";"2023.3.32.32802.303.5893.600042.6";"2023.5092867.32802.1.600042.303.5893.62132.6";"Secretaria de Turismo"
"2023.3.9.9301.314.3450.600034.6";"2023.3.9.9301.314.3450.600034.6";"2023.4934452.9301.1.600034.314.3450.57253.6";"Secretaria da Administração"
"2024.3.21.21301.414.5793.600059.6";"2024.3.21.21301.414.5793.600059.6";"2024.5226192.21301.0.600059.414.5793.91326.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
