"num_codigo";"num_codigo_exec";"num_codigo_liqu";"nom_orgao_orcamento_exec"
"2024.3.22.22301.407.7052.600027.6";"2024.3.22.22301.407.7052.600027.6";"2024.5218773.22301.1.600027.407.7052.61645.6";"Secretaria de Cultura"
"2024.3.30.30101.427.5599.600063.6";"2024.3.30.30101.427.5599.600063.6";"2024.5232533.30101.3.600063.427.5599.91323.6";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais"
"2024.3.8.8501.434.7894.600052.6";"2024.3.8.8501.434.7894.600052.6";"2024.5659521.8501.0.600052.434.7894.62312.6";"Secretaria de Infraestrutura Hídrica e Saneamento"
"2024.3.80.80102.900.8070.600014.6";"2024.3.80.80102.900.8070.600014.6";"2024.5208870.80102.0.600014.900.8070.61634.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600039.6";"2024.3.80.80102.900.8070.600039.6";"2024.5208816.80102.0.600039.900.8070.62299.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600045.6";"2024.3.80.80102.900.8070.600045.6";"2024.5208860.80102.0.600045.900.8070.62305.6";"Encargos Gerais do Estado"
"2025.3.10.10101.417.7385.600054.6";"2025.3.10.10101.417.7385.600054.6";"2025.5673260.10101.0.600054.417.7385.90186.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.10.10101.417.7385.600098.6";"2025.3.10.10101.417.7385.600098.6";"2025.6179039.10101.0.600098.417.7385.97541.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.18.18101.417.1399.600000.6";"2025.3.18.18101.417.1399.600000.6";"2025.5667663.18101.3.600000.417.1399.90202.6";"Secretaria de Desenvolvimento Rural"
"2025.3.22.22101.406.2314.600058.6";"2025.3.22.22101.406.2314.600058.6";"2025.5677022.22201.1.600058.406.2314.91461.6";"Secretaria de Cultura"
"2025.3.80.80102.900.8070.600021.6";"2025.3.80.80102.900.8070.600021.6";"2025.5665760.80102.0.600021.900.8070.90223.6";"Encargos Gerais do Estado"
"2026.3.10.10101.417.5916.600111.6";"2026.3.10.10101.417.5916.600111.6";"2026.6189185.10501.1.600111.417.5916.97630.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.18.18401.417.1399.600043.6";"2026.3.18.18401.417.1399.600043.6";"2026.6188834.18401.0.600043.417.1399.95157.6";"Secretaria de Desenvolvimento Rural"
"2026.3.22.22301.407.1251.600067.6";"2026.3.22.22301.407.1251.600067.6";"2026.6193292.22301.1.600067.407.1251.97083.6";"Secretaria de Cultura"
"2020.3.18.18401.304.7838.600002.6";"2020.3.18.18401.304.7838.600002.6";"2020.3892990.18401.0.600002.304.7838.46265.6";"Secretaria de Desenvolvimento Rural"
"2023.3.11.11301.306.4048.600009.6";"2023.3.11.11301.306.4048.600009.6";"2023.4940392.11301.16.600009.306.4048.55823.6";"Secretaria da Educação"
"2023.3.34.34101.311.5549.600027.6";"2023.3.34.34101.311.5549.600027.6";"2023.4943218.34101.3.600027.311.5549.57299.6";"Secretaria de Políticas para as Mulheres"
"2023.3.38.38101.300.2170.600042.6";"2023.3.38.38101.300.2170.600042.6";"2023.5090674.38101.0.600042.300.2170.62132.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.26.26101.419.1158.600020.6";"2024.3.26.26101.419.1158.600020.6";"2024.5215396.26101.4.600020.419.1158.61640.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.11.11101.425.7744.600064.6";"2025.3.11.11101.425.7744.600064.6";"2025.5668469.11101.0.600064.425.7744.91398.6";"Secretaria da Educação"
"2025.3.11.11301.424.4048.600009.6";"2025.3.11.11301.424.4048.600009.6";"2025.5667380.11301.16.600009.424.4048.90211.6";"Secretaria da Educação"
"2025.3.24.24801.432.7911.600061.6";"2025.3.24.24801.432.7911.600061.6";"2025.5672692.24801.1.600061.432.7911.91454.6";"Secretaria de Infraestrutura"
"2025.3.24.24801.432.7911.600069.6";"2025.3.24.24801.432.7911.600069.6";"2025.5675475.24801.0.600069.432.7911.91470.6";"Secretaria de Infraestrutura"
"2025.3.26.26401.419.5183.600052.6";"2025.3.26.26401.419.5183.600052.6";"2025.5681215.26401.1.600052.419.5183.90197.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.34.34101.430.5563.600065.6";"2025.3.34.34101.430.5563.600065.6";"2025.5673698.34101.2.600065.430.5563.91466.6";"Secretaria de Políticas para as Mulheres"
"2026.3.11.11301.424.4048.600042.6";"2026.3.11.11301.424.4048.600042.6";"2026.6192772.11301.0.600042.424.4048.97016.6";"Secretaria da Educação"
"2026.3.18.18401.417.1399.600077.6";"2026.3.18.18401.417.1399.600077.6";"2026.6188870.18401.1.600077.417.1399.97088.6";"Secretaria de Desenvolvimento Rural"
"2026.3.26.26101.419.1162.600081.6";"2026.3.26.26101.419.1162.600081.6";"2026.6196512.26101.4.600081.419.1162.97567.6";"Secretaria de Desenvolvimento Urbano"
"2026.3.39.39101.404.4183.600067.6";"2026.3.39.39101.404.4183.600067.6";"2026.6190688.39101.0.600067.404.4183.97083.6";"Secretaria de Assistência e Desenvolvimento Social"
"2026.3.80.80102.900.8070.600069.6";"2026.3.80.80102.900.8070.600069.6";"2026.6187265.80102.0.600069.900.8070.95496.6";"Encargos Gerais do Estado"
"2021.3.11.11101.306.6596.600009.6";"2021.3.11.11101.306.6596.600009.6";"2021.4278509.11101.0.600009.306.6596.51514.6";"Secretaria da Educação"
"2023.3.11.11302.306.6908.600031.6";"2023.3.11.11302.306.6908.600031.6";"2023.4941250.11302.1.600031.306.6908.57303.6";"Secretaria da Educação"
"2023.3.22.22101.302.7857.600031.6";"2023.3.22.22101.302.7857.600031.6";"2023.4942387.22202.1.600031.302.7857.57248.6";"Secretaria de Cultura"
"2023.3.38.38101.300.6953.600027.6";"2023.3.38.38101.300.6953.600027.6";"2023.4944092.38101.0.600027.300.6953.57299.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.18.18101.417.1399.600000.6";"2024.3.18.18101.417.1399.600000.6";"2024.5211400.18101.3.600000.417.1399.61620.6";"Secretaria de Desenvolvimento Rural"
"2024.3.24.24801.432.7911.600048.6";"2024.3.24.24801.432.7911.600048.6";"2024.5225257.24801.0.600048.432.7911.62308.6";"Secretaria de Infraestrutura"
"2024.3.28.28101.405.7917.600000.6";"2024.3.28.28101.405.7917.600000.6";"2024.5210948.28101.0.600000.405.7917.61620.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2024.3.32.32802.411.5893.600053.6";"2024.3.32.32802.411.5893.600053.6";"2024.5216886.32802.0.600053.411.5893.62313.6";"Secretaria de Turismo"
"2024.3.80.80102.900.8070.600001.6";"2024.3.80.80102.900.8070.600001.6";"2024.5208820.80102.0.600001.900.8070.61621.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600027.6";"2024.3.80.80102.900.8070.600027.6";"2024.5208908.80102.0.600027.900.8070.61645.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600032.6";"2024.3.80.80102.900.8070.600032.6";"2024.5208792.80102.0.600032.900.8070.61648.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600053.6";"2024.3.80.80102.900.8070.600053.6";"2024.5208906.80102.0.600053.900.8070.62313.6";"Encargos Gerais do Estado"
"2025.3.11.11301.424.4048.600009.6";"2025.3.11.11301.424.4048.600009.6";"2025.5667378.11301.16.600009.424.4048.90211.6";"Secretaria da Educação"
"2025.3.21.21301.414.1009.600063.6";"2025.3.21.21301.414.1009.600063.6";"2025.6176912.21301.0.600063.414.1009.91446.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.32.32802.411.5893.600057.6";"2025.3.32.32802.411.5893.600057.6";"2025.5674461.32802.1.600057.411.5893.91415.6";"Secretaria de Turismo"
"2025.3.34.34101.429.4181.600043.6";"2025.3.34.34101.429.4181.600043.6";"2025.5679320.34101.1.600043.429.4181.90235.6";"Secretaria de Políticas para as Mulheres"
"2025.3.38.38101.400.6953.600059.6";"2025.3.38.38101.400.6953.600059.6";"2025.5671310.38101.3.600059.400.6953.91468.6";"Secretaria de Justiça e Direitos Humanos"
"2025.3.80.80102.900.8070.600063.6";"2025.3.80.80102.900.8070.600063.6";"2025.5665608.80102.0.600063.900.8070.91446.6";"Encargos Gerais do Estado"
"2026.3.18.18101.417.1399.600105.6";"2026.3.18.18101.417.1399.600105.6";"2026.6196458.18101.0.600105.417.1399.97606.6";"Secretaria de Desenvolvimento Rural"
"2026.3.26.26101.419.1158.600020.6";"2026.3.26.26101.419.1158.600020.6";"2026.6189163.26101.4.600020.419.1158.95144.6";"Secretaria de Desenvolvimento Urbano"
"2026.3.80.80102.900.8070.600077.6";"2026.3.80.80102.900.8070.600077.6";"2026.6187277.80102.0.600077.900.8070.97088.6";"Encargos Gerais do Estado"
"2024.3.28.28101.405.7917.600020.6";"2024.3.26.26101.405.7917.600020.6";"2024.5211037.26101.4.600020.405.7917.61640.6";"Secretaria de Desenvolvimento Urbano"
"2021.3.21.21301.308.5793.600009.6";"2021.3.21.21301.308.5793.600009.6";"2021.4234482.21301.0.600009.308.5793.51514.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2022.3.11.11601.306.2696.600009.6";"2022.3.11.11601.306.2696.600009.6";"2022.4925515.11601.1.600009.306.2696.51878.6";"Secretaria da Educação"
"2022.3.12.12101.300.2170.600005.6";"2022.3.12.12101.300.2170.600005.6";"2022.4577034.12101.3.600005.300.2170.51874.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2022.3.26.26401.305.1162.600030.6";"2022.3.26.26401.305.1162.600030.6";"2022.4588614.26401.0.600030.305.1162.57108.6";"Secretaria de Desenvolvimento Urbano"
"2023.3.18.18401.304.1398.600034.6";"2023.3.18.18401.304.1398.600034.6";"2023.4933822.18401.1.600034.304.1398.57253.6";"Secretaria de Desenvolvimento Rural"
"2023.3.18.18401.304.7988.600004.6";"2023.3.18.18401.304.7988.600004.6";"2023.5090666.18401.0.600004.304.7988.53677.6";"Secretaria de Desenvolvimento Rural"
"2023.3.80.80102.900.8070.600001.6";"2023.3.80.80102.900.8070.600001.6";"2023.4928698.80102.0.600001.900.8070.55815.6";"Encargos Gerais do Estado"
"2024.3.11.11301.424.4048.600009.6";"2024.3.11.11301.424.4048.600009.6";"2024.5211175.11301.16.600009.424.4048.61629.6";"Secretaria da Educação"
"2024.3.18.18401.420.5040.600042.6";"2024.3.18.18401.420.5040.600042.6";"2024.5211792.18401.0.600042.420.5040.62302.6";"Secretaria de Desenvolvimento Rural"
"2024.3.21.21301.414.1009.600020.6";"2024.3.21.21301.414.1009.600020.6";"2024.5212561.21301.1.600020.414.1009.61640.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.21.21301.414.1009.600056.6";"2024.3.21.21301.414.1009.600056.6";"2024.5212792.21301.0.600056.414.1009.62315.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.32.32802.411.5893.600063.6";"2024.3.32.32802.411.5893.600063.6";"2024.5655844.32802.0.600063.411.5893.91323.6";"Secretaria de Turismo"
"2024.3.34.34101.430.5558.600005.6";"2024.3.34.34101.430.5558.600005.6";"2024.5657441.34101.0.600005.430.5558.61590.6";"Secretaria de Políticas para as Mulheres"
"2024.3.8.8501.434.7894.600052.6";"2024.3.8.8501.434.7894.600052.6";"2024.5225684.8501.0.600052.434.7894.62312.6";"Secretaria de Infraestrutura Hídrica e Saneamento"
"2025.3.11.11302.424.6908.600031.6";"2025.3.11.11302.424.6908.600031.6";"2025.5671305.11302.1.600031.424.6908.90200.6";"Secretaria da Educação"
"2025.3.22.22101.406.2314.600046.6";"2025.3.22.22101.406.2314.600046.6";"2025.5676869.22201.1.600046.406.2314.90188.6";"Secretaria de Cultura"
"2025.3.26.26101.419.1162.600081.6";"2025.3.26.26101.419.1162.600081.6";"2025.6178002.26101.4.600081.419.1162.97517.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.80.80102.900.8070.600036.6";"2025.3.80.80102.900.8070.600036.6";"2025.5665672.80102.0.600036.900.8070.90201.6";"Encargos Gerais do Estado"
"2025.3.80.80102.900.8070.600065.6";"2025.3.80.80102.900.8070.600065.6";"2025.5665637.80102.0.600065.900.8070.91466.6";"Encargos Gerais do Estado"
"2026.3.32.32101.411.3701.600171.6";"2026.3.32.32101.411.3701.600171.6";"2026.6188783.32101.0.600171.411.3701.97926.6";"Secretaria de Turismo"
"2026.3.9.9801.442.1340.600064.6";"2026.3.9.9101.442.1340.600064.6";"2026.6189294.9801.1.600064.442.1340.95206.6";"Secretaria da Administração"
"2020.3.11.11201.306.7524.600002.6";"2020.3.11.11201.306.7524.600002.6";"2020.3892925.11201.1.600002.306.7524.46265.6";"Secretaria da Educação"
"2021.3.21.21301.308.5793.600009.6";"2021.3.21.21301.308.5793.600009.6";"2021.4235518.21301.1.600009.308.5793.51514.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2022.3.11.11601.306.7744.600010.6";"2022.3.11.11601.306.7744.600010.6";"2022.4575053.11601.0.600010.306.7744.51879.6";"Secretaria da Educação"
"2022.3.20.20102.314.7877.600002.6";"2022.3.20.20102.314.7877.600002.6";"2022.4576220.20102.0.600002.314.7877.46893.6";"Secretaria da Segurança Pública"
"2022.3.20.20102.314.7880.600002.6";"2022.3.20.20102.314.7880.600002.6";"2022.4574843.20102.0.600002.314.7880.46893.6";"Secretaria da Segurança Pública"
"2023.3.21.21101.308.5917.600027.6";"2023.3.21.21101.308.5917.600027.6";"2023.5201062.21101.0.600027.308.5917.57299.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2023.3.80.80102.900.8070.600046.6";"2023.3.80.80102.900.8070.600046.6";"2023.5200028.80102.0.600046.900.8070.62123.6";"Encargos Gerais do Estado"
"2024.3.38.38101.400.6953.600042.6";"2024.3.38.38101.400.6953.600042.6";"2024.5211010.38101.3.600042.400.6953.62302.6";"Secretaria de Justiça e Direitos Humanos"
"2025.3.18.18401.417.1399.600080.6";"2025.3.18.18401.417.1399.600080.6";"2025.6179061.18401.0.600080.417.1399.97515.6";"Secretaria de Desenvolvimento Rural"
"2025.3.18.18401.417.7988.600059.6";"2025.3.18.18401.417.7988.600059.6";"2025.6179222.32802.1.600059.417.7988.91468.6";"Secretaria de Desenvolvimento Rural"
"2025.3.80.80102.900.8070.600018.6";"2025.3.80.80102.900.8070.600018.6";"2025.5665753.80102.0.600018.900.8070.90220.6";"Encargos Gerais do Estado"
"2026.3.18.18101.417.1399.600108.6";"2026.3.18.18401.417.1399.600108.6";"2026.6196541.18401.1.600108.417.1399.97612.6";"Secretaria de Desenvolvimento Rural"
"2020.3.22.22101.302.7986.600002.6";"2020.3.22.22101.302.7986.600002.6";"2020.3892986.22101.0.600002.302.7986.46265.6";"Secretaria de Cultura"
"2021.3.12.12201.300.4365.600002.6";"2021.3.12.12201.300.4365.600002.6";"2021.4224464.12201.1.600002.300.4365.46524.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2022.3.11.11101.306.6596.600009.6";"2022.3.11.11101.306.6596.600009.6";"2022.4577271.11101.1.600009.306.6596.51878.6";"Secretaria da Educação"
"2023.3.20.20801.314.7875.600024.6";"2023.3.20.20801.314.7875.600024.6";"2023.4944768.20801.0.600024.314.7875.62012.6";"Secretaria da Segurança Pública"
"2024.3.21.21301.414.5793.600045.6";"2024.3.21.21301.414.5793.600045.6";"2024.5213256.21301.1.600045.414.5793.62305.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.21.21301.414.7973.600051.6";"2024.3.21.21301.414.7973.600051.6";"2024.5222882.21301.1.600051.414.7973.62311.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.34.34101.429.4181.600043.6";"2024.3.34.34101.429.4181.600043.6";"2024.5226565.34101.3.600043.429.4181.62303.6";"Secretaria de Políticas para as Mulheres"
"2025.3.21.21101.413.5917.600027.6";"2025.3.21.21101.413.5917.600027.6";"2025.5669109.21101.7.600027.413.5917.90227.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.21.21301.414.7882.600073.6";"2025.3.21.21301.414.7882.600073.6";"2025.5675491.21301.1.600073.414.7882.91387.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.38.38101.400.4095.600046.6";"2025.3.38.38101.400.4095.600046.6";"2025.5680941.38101.0.600046.400.4095.90188.6";"Secretaria de Justiça e Direitos Humanos"
"2025.3.80.80102.900.8070.600046.6";"2025.3.80.80102.900.8070.600046.6";"2025.5665813.80102.0.600046.900.8070.90188.6";"Encargos Gerais do Estado"
"2026.3.18.18401.417.1399.600015.6";"2026.3.18.18401.417.1399.600015.6";"2026.6192927.18401.0.600015.417.1399.95139.6";"Secretaria de Desenvolvimento Rural"
"2026.3.38.38101.400.2170.600062.6";"2026.3.38.38101.400.2170.600062.6";"2026.6194204.38101.0.600062.400.2170.95497.6";"Secretaria de Justiça e Direitos Humanos"
"2026.3.38.38101.401.3285.600063.6";"2026.3.38.38101.401.3285.600063.6";"2026.6192830.38101.3.600063.401.3285.95362.6";"Secretaria de Justiça e Direitos Humanos"
"2026.3.80.80102.900.8070.600009.6";"2026.3.80.80102.900.8070.600009.6";"2026.6187103.80102.0.600009.900.8070.97034.6";"Encargos Gerais do Estado"
"2021.3.18.18401.312.5040.600015.6";"2021.3.18.18401.312.5040.600015.6";"2021.4234809.18401.1.600015.312.5040.51520.6";"Secretaria de Desenvolvimento Rural"
"2022.3.12.12101.300.4135.600005.6";"2022.3.12.12101.300.4135.600005.6";"2022.4577040.12101.3.600005.300.4135.51874.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2022.3.21.21301.305.7882.600003.6";"2022.3.21.21301.305.7882.600003.6";"2022.4577093.21301.0.600003.305.7882.51872.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2022.3.22.22101.302.7857.600034.6";"2022.3.22.22101.302.7857.600034.6";"2022.4588627.22101.1.600034.302.7857.57112.6";"Secretaria de Cultura"
"2023.3.21.21101.308.5917.600036.6";"2023.3.21.21101.308.5917.600036.6";"2023.4934721.21101.0.600036.308.5917.57254.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.22.22201.406.3696.600027.6";"2024.3.22.22201.406.3696.600027.6";"2024.5224336.22201.1.600027.406.3696.61645.6";"Secretaria de Cultura"
"2024.3.8.8501.434.7894.600052.6";"2024.3.8.8501.434.7894.600052.6";"2024.5225685.8501.0.600052.434.7894.62312.6";"Secretaria de Infraestrutura Hídrica e Saneamento"
"2025.3.11.11301.424.4048.600009.6";"2025.3.11.11301.424.4048.600009.6";"2025.5667384.11301.16.600009.424.4048.90211.6";"Secretaria da Educação"
"2025.3.18.18401.417.1399.600163.6";"2025.3.18.18401.417.1399.600163.6";"2025.6180965.18401.1.600163.417.1399.97781.6";"Secretaria de Desenvolvimento Rural"
"2025.3.21.21101.413.6672.600066.6";"2025.3.21.21101.413.6672.600066.6";"2025.5675211.21101.7.600066.413.6672.91438.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.21.21301.414.7882.600055.6";"2025.3.21.21301.414.7882.600055.6";"2025.5673202.21301.0.600055.414.7882.90198.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.38.38101.400.6953.600058.6";"2025.3.38.38101.400.6953.600058.6";"2025.5674410.38101.3.600058.400.6953.91461.6";"Secretaria de Justiça e Direitos Humanos"
"2025.3.80.80102.900.8070.600022.6";"2025.3.80.80102.900.8070.600022.6";"2025.5665765.80102.0.600022.900.8070.90224.6";"Encargos Gerais do Estado"
"2026.3.21.21101.412.1793.600093.6";"2026.3.21.21101.412.1793.600093.6";"2026.6191588.21101.0.600093.412.1793.97836.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2022.3.12.12101.300.2170.600025.6";"2022.3.12.12101.300.2170.600025.6";"2022.4588530.12101.3.600025.300.2170.57103.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2022.3.21.21101.308.1793.600004.6";"2022.3.21.21101.308.1793.600004.6";"2022.4575129.21101.5.600004.308.1793.51873.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2022.3.24.24801.309.7911.600017.6";"2022.3.24.24801.309.7911.600017.6";"2022.4574611.24801.1.600017.309.7911.51886.6";"Secretaria de Infraestrutura"
"2023.3.38.38101.300.6953.600038.6";"2023.3.38.38101.300.6953.600038.6";"2023.5199494.38101.0.600038.300.6953.57258.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.21.21101.412.1793.600005.6";"2024.3.21.21101.412.1793.600005.6";"2024.5211817.21101.0.600005.412.1793.61625.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.21.21301.414.1009.600027.6";"2024.3.21.21301.414.1009.600027.6";"2024.5212801.21301.0.600027.414.1009.61645.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.22.22301.406.1372.600046.6";"2024.3.22.22301.406.1372.600046.6";"2024.5212859.22301.1.600046.406.1372.62306.6";"Secretaria de Cultura"
"2024.3.32.32802.411.5893.600059.6";"2024.3.32.32802.411.5893.600059.6";"2024.5226211.32802.0.600059.411.5893.91326.6";"Secretaria de Turismo"
"2024.3.80.80102.900.8070.600076.6";"2024.3.80.80102.900.8070.600076.6";"2024.5225729.80102.0.600076.900.8070.91339.6";"Encargos Gerais do Estado"
"2025.3.18.18401.417.1399.600069.6";"2025.3.18.18401.417.1399.600069.6";"2025.5673251.18401.1.600069.417.1399.91470.6";"Secretaria de Desenvolvimento Rural"
"2025.3.28.28101.405.1600.600065.6";"2025.3.28.28101.405.1600.600065.6";"2025.6180158.36101.1.600065.405.1600.91466.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2025.3.32.32101.411.5491.600040.6";"2025.3.32.32101.411.5491.600040.6";"2025.5672878.32101.0.600040.411.5491.90191.6";"Secretaria de Turismo"
"2025.3.34.34101.446.3194.600005.6";"2025.3.34.34101.446.3194.600005.6";"2025.5675469.34101.0.600005.446.3194.90207.6";"Secretaria de Políticas para as Mulheres"
"2025.3.38.38101.401.3285.600063.6";"2025.3.38.38101.401.3285.600063.6";"2025.5679641.38101.0.600063.401.3285.91446.6";"Secretaria de Justiça e Direitos Humanos"
"2026.3.22.22301.406.3407.600007.6";"2026.3.22.22301.406.3407.600007.6";"2026.6192799.22301.1.600007.406.3407.97032.6";"Secretaria de Cultura"
"2021.3.21.21301.308.5793.600019.6";"2021.3.21.21301.308.5793.600019.6";"2021.4565221.21301.0.600019.308.5793.51524.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2021.3.24.24801.309.7911.600017.6";"2021.3.24.24801.309.7911.600017.6";"2021.4237123.24801.1.600017.309.7911.51522.6";"Secretaria de Infraestrutura"
"2023.3.11.11301.306.4048.600009.6";"2023.3.11.11301.306.4048.600009.6";"2023.4940327.11301.0.600009.306.4048.55823.6";"Secretaria da Educação"
"2023.3.18.18401.304.1399.600045.6";"2023.3.18.18401.304.1399.600045.6";"2023.5200446.18401.0.600045.304.1399.62130.6";"Secretaria de Desenvolvimento Rural"
"2023.3.32.32802.303.5893.600025.6";"2023.3.32.32802.303.5893.600025.6";"2023.4940635.32802.0.600025.303.5893.57298.6";"Secretaria de Turismo"
"2023.3.80.80102.900.8070.600054.6";"2023.3.80.80102.900.8070.600054.6";"2023.4952604.80102.0.600054.900.8070.62128.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600028.6";"2024.3.80.80102.900.8070.600028.6";"2024.5208916.80102.0.600028.900.8070.61617.6";"Encargos Gerais do Estado"
"2025.3.20.20803.437.1102.600070.6";"2025.3.20.20803.437.1102.600070.6";"2025.5667736.20803.13.600070.437.1102.91445.6";"Secretaria da Segurança Pública"
"2025.3.21.21301.414.4997.600000.6";"2025.3.21.21301.414.4997.600000.6";"2025.5670539.21301.1.600000.414.4997.90202.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.24.24801.432.7911.600048.6";"2025.3.24.24801.432.7911.600048.6";"2025.6178969.24801.1.600048.432.7911.90195.6";"Secretaria de Infraestrutura"
"2025.3.26.26101.419.1162.600042.6";"2025.3.26.26101.419.1162.600042.6";"2025.6179263.26401.2.600042.419.1162.90193.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.38.38101.400.2170.600057.6";"2025.3.38.38101.400.2170.600057.6";"2025.5673486.38101.3.600057.400.2170.91415.6";"Secretaria de Justiça e Direitos Humanos"
"2026.3.10.10101.417.5935.600162.6";"2026.3.10.10101.417.5935.600162.6";"2026.6194001.10101.1.600162.417.5935.97908.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.18.18101.417.1399.600089.6";"2026.3.18.18101.417.1399.600089.6";"2026.6196450.18101.0.600089.417.1399.97499.6";"Secretaria de Desenvolvimento Rural"
"2026.3.39.39601.402.2256.600065.6";"2026.3.39.39601.402.2256.600065.6";"2026.6189967.39601.1.600065.402.2256.95382.6";"Secretaria de Assistência e Desenvolvimento Social"
"2020.3.26.26101.305.1162.600000.6";"2020.3.26.26101.305.1162.600000.6";"2020.3893459.26101.0.600000.305.1162.46263.6";"Secretaria de Desenvolvimento Urbano"
"2022.3.11.11201.306.7536.600016.6";"2022.3.11.11201.306.7536.600016.6";"2022.4923468.11201.0.600016.306.7536.51885.6";"Secretaria da Educação"
"2022.3.80.80102.900.8070.600008.6";"2022.3.80.80102.900.8070.600008.6";"2022.4572063.80102.0.600008.900.8070.51877.6";"Encargos Gerais do Estado"
"2022.3.80.80102.900.8070.600029.6";"2022.3.80.80102.900.8070.600029.6";"2022.4588260.80102.0.600029.900.8070.57107.6";"Encargos Gerais do Estado"
"2023.3.22.22101.302.7980.600005.6";"2023.3.22.22101.302.7980.600005.6";"2023.4934362.22101.1.600005.302.7980.55819.6";"Secretaria de Cultura"
"2023.3.80.80102.900.8070.600002.6";"2023.3.80.80102.900.8070.600002.6";"2023.4928704.80102.0.600002.900.8070.55816.6";"Encargos Gerais do Estado"
"2024.3.21.21101.413.5917.600004.6";"2024.3.21.21101.413.5917.600004.6";"2024.5211862.21101.7.600004.413.5917.61624.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.22.22301.406.7857.600007.6";"2024.3.22.22301.406.7857.600007.6";"2024.5212862.22301.1.600007.406.7857.61627.6";"Secretaria de Cultura"
"2024.3.32.32802.411.5893.600063.6";"2024.3.32.32802.411.5893.600063.6";"2024.5656818.32802.1.600063.411.5893.91323.6";"Secretaria de Turismo"
"2024.3.34.34101.430.5558.600059.6";"2024.3.34.34101.430.5558.600059.6";"2024.5226129.34101.0.600059.430.5558.91326.6";"Secretaria de Políticas para as Mulheres"
"2024.3.38.38101.400.6953.600042.6";"2024.3.38.38101.400.6953.600042.6";"2024.5210965.38101.0.600042.400.6953.62302.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.80.80102.900.8070.600004.6";"2024.3.80.80102.900.8070.600004.6";"2024.5208843.80102.0.600004.900.8070.61624.6";"Encargos Gerais do Estado"
"2025.3.11.11302.424.6908.600031.6";"2025.3.11.11302.424.6908.600031.6";"2025.5713346.11302.1.600031.424.6908.90200.6";"Secretaria da Educação"
"2025.3.18.18101.417.1399.600056.6";"2025.3.18.18101.417.1399.600056.6";"2025.5675213.18101.3.600056.417.1399.90187.6";"Secretaria de Desenvolvimento Rural"
"2025.3.20.20801.437.7875.600006.6";"2025.3.20.20801.437.7875.600006.6";"2025.5670017.20801.74.600006.437.7875.90208.6";"Secretaria da Segurança Pública"
