"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ação do Programa de Governo";"cod_subfonte_recurso";"Deputado";"Nome do Deputado";"num_codigo";"Valor Orçado Inicial.";"Valor Orçado Atual.";"Valor Empenhado.";"Valor Liquidado.";"Valor Pago."
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500139";"  Raimundinho Da Jr";"  Raimundinho Da Jr";"2025.3.19.19601.436.7850.500139.5";"2240000,00";"2240000,00";"2240000,00";"2240000,00";"2240000,00"
"2024";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500112";"  Robinson Almeida";"  Robinson Almeida";"2024.3.11.11601.425.7744.500112.5";"0,00";"769430,00";"769430,00";"769430,00";"769430,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação de Unidade Escolar da Educação";"500002";"  Adolfo Menezes";"  Adolfo Menezes";"2019.3.11.11101.212.7531.500002.5";"392320,00";"392320,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500098";"  Hilton Coelho";"  Hilton Coelho";"2023.3.11.11101.306.5135.500098.5";"10000,00";"0,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500051";"  Roberto Carlos";"  Roberto Carlos";"2026.3.32.32802.411.5893.500051.5";"0,00";"200000,00";"0,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500079";"  Luciano Ribeiro";"  Luciano Ribeiro";"2017.3.11.11101.212.7528.500079.5";"168210,00";"168210,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500020";"  Fátima Nunes";"  Fátima Nunes";"2024.3.21.21301.414.5793.500020.5";"120100,00";"120100,00";"120100,00";"120100,00";"120100,00"
"2019";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Ampliação e Renovação da Frota";"500082";"  Marcell Moraes";"  Marcell Moraes";"2019.3.20.20801.205.7873.500082.5";"132000,00";"132000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500020";"  Fátima Nunes";"  Fátima Nunes";"2023.3.21.21301.308.5793.500020.5";"12800,00";"12800,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500020";"  Fátima Nunes";"  Fátima Nunes";"2019.3.19.19601.200.1099.500020.5";"332600,00";"332600,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarras";"500112";"  Robinson Almeida";"  Robinson Almeida";"2020.3.11.11101.306.6597.500112.5";"29000,00";"29000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500108";"  Olivia Santana";"  Olivia Santana";"2026.3.19.19601.436.7850.500108.5";"1980000,00";"1980000,00";"1918000,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500001";"  Aderbal Caldas";"  Aderbal Caldas";"2023.3.11.11601.306.7744.500001.5";"0,00";"132000,00";"132000,00";"132000,00";"132000,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Infraestrutura Hídrica";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2025.3.18.18401.420.5040.500038.5";"0,00";"427634,00";"376797,00";"376797,00";"376797,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500085";"  Robinho";"  Robinho";"2025.3.11.11101.422.2984.500085.5";"1195500,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500071";"  David Rios";"  David Rios";"2021.3.18.18401.304.1399.500071.5";"288400,00";"288400,00";"288400,00";"288400,00";"288400,00"
"2021";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500118";"  Josafá Marinho";"  Josafá Marinho";"2021.3.11.11601.306.7744.500118.5";"0,00";"28000,00";"17495,00";"17495,00";"17495,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500085";"  Robinho";"  Robinho";"2020.3.19.19601.313.5607.500085.5";"7910,00";"7910,00";"7800,24";"6590,00";"6590,00"
"2026";"Secretaria de Cultura";"SECULT";"Fundação Cultural do Estado da Bahia";"FUNCEB";"Apoio à Instituição Cultural";"500143";"  Radiovaldo Costa";"  Radiovaldo Costa";"2026.3.22.22201.406.2314.500143.5";"55000,00";"55000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500103";"  Katia Oliveira";"  Katia Oliveira";"2024.3.21.21301.414.5793.500103.5";"53200,00";"53200,00";"53200,00";"53200,00";"53200,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500138";"  Patrick Lopes";"  Patrick Lopes";"2026.3.19.19601.436.7850.500138.5";"530000,00";"530000,00";"530000,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500128";"  Jordávio Ramos";"  Jordávio Ramos";"2025.3.18.18401.417.1399.500128.5";"1850000,00";"1750000,00";"1749996,37";"1749996,37";"1749996,37"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Fundo Estadual de Habitação de Interesse Social";"FEHIS";"Produção de Unidade Habitacional";"500024";"  Ivana Bastos";"  Ivana Bastos";"2022.3.26.26601.305.5112.500024.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500004";"  Alan Sanches";"  Alan Sanches";"2021.3.11.11101.306.2984.500004.5";"611100,00";"611100,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"Infraestrutura em Unidade Universitária";"500109";"  Osni Cardoso";"  Osni Cardoso";"2022.3.11.11301.306.7867.500109.5";"92500,00";"92500,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Infraestrutura Hídrica";"500067";"  Alex Da Piatã";"  Alex Da Piatã";"2026.3.18.18401.420.5040.500067.5";"195000,00";"195000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gestão Direta";"500112";"  Robinson Almeida";"  Robinson Almeida";"2025.3.19.19601.435.2641.500112.5";"0,00";"503509,00";"503415,42";"503415,42";"503415,42"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500055";"  Sandro Régis";"  Sandro Régis";"2018.3.19.19601.200.5607.500055.5";"618558,00";"618558,00";"546007,05";"255006,86";"255006,86"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500103";"  Katia Oliveira";"  Katia Oliveira";"2023.3.19.19601.313.7850.500103.5";"150000,00";"150000,00";"150000,00";"150000,00";"150000,00"
"2022";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aparelhamento dos CPMs";"500098";"  Hilton Coelho";"  Hilton Coelho";"2022.3.20.20801.306.5354.500098.5";"7000,00";"7000,00";"6583,07";"6583,07";"6583,07"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2025.3.19.19601.435.1099.500074.5";"4200000,00";"1920000,00";"1920000,00";"1106996,00";"1106996,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500114";"  Tum";"  Tum";"2021.3.19.19601.313.5607.500114.5";"59248,00";"59248,00";"57938,00";"56168,00";"56168,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500036";"  Marcelino Galo";"  Marcelino Galo";"2021.3.19.19601.313.5607.500036.5";"103700,00";"104296,00";"103149,01";"100619,96";"100619,96"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500051";"  Roberto Carlos";"  Roberto Carlos";"2026.3.18.18401.417.1399.500051.5";"1349243,00";"0,00";"0,00";"0,00";"0,00"
"2018";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Apoio à Comercialização Produção Rural";"500063";"  Zé Raimundo";"  Zé Raimundo";"2018.3.18.18401.206.7838.500063.5";"0,00";"85000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500089";"  Ângelo Almeida";"  Ângelo Almeida";"2023.3.21.21301.308.5793.500089.5";"47600,00";"47600,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500029";"  Joseildo Ramos";"  Joseildo Ramos";"2018.3.19.19601.200.5607.500029.5";"734427,00";"734427,00";"564314,01";"441019,60";"441019,60"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Fundo Estadual de Habitação de Interesse Social";"FEHIS";"Produção de Unidade Habitacional";"500112";"  Robinson Almeida";"  Robinson Almeida";"2022.3.26.26601.305.5112.500112.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500100";"  Junior Muniz";"  Junior Muniz";"2023.3.19.19601.313.5607.500100.5";"225700,00";"225700,00";"225700,00";"180754,40";"180754,40"
"2017";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500088";"  Zó";"  Zó";"2017.3.19.19601.200.5607.500088.5";"730020,00";"730020,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500063";"  Zé Raimundo Fontes";"  Zé Raimundo Fontes";"2025.3.19.19601.435.1099.500063.5";"3300000,00";"2700000,00";"2700000,00";"1106996,00";"1106996,00"
"2023";"Secretaria da Educação";"SEC";"Universidade Estadual de Santa Cruz";"UESC";"Infraestrutura em Unidade Universitária";"500108";"  Olivia Santana";"  Olivia Santana";"2023.3.11.11304.306.7867.500108.5";"17500,00";"17500,00";"17500,00";"17500,00";"17500,00"
"2024";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"Apoio Técnico e Financeiro à Implantação";"500122";"  Cláudia Oliveira";"  Cláudia Oliveira";"2024.3.34.34101.429.5549.500122.5";"271700,00";"89000,00";"89000,00";"89000,00";"0,00"
"2019";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500063";"  Zé Raimundo";"  Zé Raimundo";"2019.3.18.18401.206.1399.500063.5";"0,00";"146000,00";"24518,86";"24518,86";"24518,86"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500088";"  Zó";"  Zó";"2020.3.19.19601.313.5607.500088.5";"75000,00";"75000,00";"72080,18";"16710,00";"16710,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade de Educação";"500098";"  Hilton Coelho";"  Hilton Coelho";"2025.3.11.11101.423.5134.500098.5";"220000,00";"200000,00";"43685,42";"17971,95";"17971,95"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2024.3.11.11101.422.2984.500019.5";"706600,00";"398500,00";"398500,00";"398500,00";"398500,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500088";"  Zó";"  Zó";"2025.3.18.18401.417.1399.500088.5";"500000,00";"500000,00";"497160,27";"497160,27";"497160,27"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio Técnico-Financeiro Escola Família";"500063";"  Zé Raimundo Fontes";"  Zé Raimundo Fontes";"2025.3.11.11101.422.6596.500063.5";"100000,00";"100000,00";"26310,00";"26310,00";"26310,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gestão do Trabalho e da Educação";"500098";"  Hilton Coelho";"  Hilton Coelho";"2023.3.19.19601.313.4381.500098.5";"80000,00";"80000,00";"6762,93";"6762,93";"5603,94"
"2022";"Secretaria da Segurança Pública";"SSP";"Corpo de Bombeiros Militar da Bahia";"CBMBA";"Aquisição de Equipamento e Material";"500094";"  Capitão Alden";"  Capitão Alden";"2022.3.20.20803.314.1102.500094.5";"0,00";"48537,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500127";"  Hassan De Zé Cocá";"  Hassan De Zé Cocá";"2024.3.11.11101.422.2984.500127.5";"1059900,00";"824000,00";"824000,00";"824000,00";"824000,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarra";"500132";"  Ludmila Fiscina";"  Ludmila Fiscina";"2024.3.11.11101.422.6597.500132.5";"70130,00";"0,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Segurança Pública";"SSP";"Assessoria de Planejamento e Gestão - SSP";"APG";"Ampliação e Renovação da Frota";"500092";"  Samuel Júnior";"  Samuel Júnior";"2019.3.20.20101.205.7873.500092.5";"142500,00";"142500,00";"142200,00";"142200,00";"142200,00"
"2019";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500073";"  Fábio Souto";"  Fábio Souto";"2019.3.19.19601.200.1099.500073.5";"498900,00";"498900,00";"270454,80";"0,00";"0,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Funcionamento do Conselho Estadual";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2021.3.19.19601.313.4492.500038.5";"10000,00";"10000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Veículo para Transporte Escolar";"500088";"  Zó";"  Zó";"2026.3.11.11101.422.3390.500088.5";"923330,00";"923330,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Segurança Pública";"SSP";"Assessoria de Planejamento e Gestão - SSP";"APG";"Reforma de Unidade do Sistema";"500055";"  Sandro Régis";"  Sandro Régis";"2025.3.20.20101.437.7880.500055.5";"150000,00";"150000,00";"137179,01";"0,00";"0,00"
"2017";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500077";"  Hildécio Meireles";"  Hildécio Meireles";"2017.3.18.18401.206.1399.500077.5";"98000,00";"98000,00";"97847,53";"97847,53";"97847,53"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarra";"500109";"  Osni Cardoso";"  Osni Cardoso";"2023.3.11.11101.306.6597.500109.5";"224000,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implantação de Quadras";"500078";"  Jânio Natal";"  Jânio Natal";"2021.3.11.11101.306.5262.500078.5";"414300,00";"414300,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500107";"  Niltinho";"  Niltinho";"2026.3.32.32101.411.3701.500107.5";"2964313,00";"2964313,00";"1100000,00";"1100000,00";"1100000,00"
"2023";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500080";"  Luciano Simões Filho";"  Luciano Simões Filho";"2023.3.11.11601.306.7744.500080.5";"0,00";"105000,00";"0,00";"0,00";"0,00"
"2020";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500114";"  Tum";"  Tum";"2020.3.21.21301.308.5793.500114.5";"139620,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Segurança Pública";"SSP";"Corpo de Bombeiros Militar da Bahia";"CBMBA";"Aquisição de Equipamento para o Serviço";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2025.3.20.20803.435.3381.500087.5";"0,00";"380000,00";"380000,00";"0,00";"0,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500091";"  Mirela Macedo";"  Mirela Macedo";"2023.3.19.19601.313.7850.500091.5";"150000,00";"150000,00";"150000,00";"150000,00";"150000,00"
"2017";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"Implantação de Centro Digital";"500001";"  Aderbal Caldas";"  Aderbal Caldas";"2017.3.28.28101.201.1486.500001.5";"26370,00";"26370,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500106";"  Marcelinho Veiga";"  Marcelinho Veiga";"2026.3.19.19601.435.1099.500106.5";"1050000,00";"1050000,00";"1050000,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500028";"  José De Arimatéia";"  José De Arimatéia";"2026.3.18.18401.417.1399.500028.5";"305000,00";"305000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Implementação de Núcleo de Iniciação";"500030";"  Jurandy Oliveira";"  Jurandy Oliveira";"2022.3.21.21301.314.4565.500030.5";"0,00";"38200,00";"38200,00";"38200,00";"38200,00"
"2024";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500107";"  Niltinho";"  Niltinho";"2024.3.11.11601.425.7744.500107.5";"0,00";"130100,00";"130100,00";"130100,00";"130100,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500117";"  Paulo Câmara";"  Paulo Câmara";"2023.3.21.21301.308.5793.500117.5";"55800,00";"55800,00";"0,00";"0,00";"0,00"
"2017";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500037";"  Marcelo Nilo";"  Marcelo Nilo";"2017.3.11.11101.212.2984.500037.5";"386120,00";"386120,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500059";"  Tom Araújo";"  Tom Araújo";"2023.3.19.19601.313.5607.500059.5";"1008600,00";"1008600,00";"1008600,00";"989244,33";"989244,33"
