"num_empenho_orcamento";"num_processo_sist_elet_info"
"1960100032500030545";"01949752025002440100"
"1130300012100020655";"07174782021001790117"
"1960100032200052355";"01949752022008405711"
"2130100012100014051";"06914652021000083469"
"1960100032000104575";"01949752020014071347"
"1960100032300047129";"01949752023009148101"
"3280200012500037760";"03222982025000707467"
"3280200012500013942";"03222982025000137261"
"3280200012500037681";"03222982025000750630"
"3280200012500037779";"03222982025000755275"
"3280200012500018316";"03222982025000251714"
"3280200012500027730";"03222982025000436099"
"2080100962400012115";"03026692024019727104"
"1960100032100011263";"01949752021001966112"
"1110100382300013081";"01155202023005686243"
"3210100032400004637";"03213132024000391306"
"1010100012400016494";"01023912024000234128"
"1110100832400001873";"01192542024009908306"
"3280200012400051866";"03222982024000661601"
"1110100381900014252";"01156142019006505947"
"1960100032300061814";"01949752023013344342"
"1960100032300017971";"01949752023003445090"
"1960100032300075629";"01949752023016234360"
"1960100032300109191";"01950502023016868993"
"1960100032300053961";"01949752023010875185"
"1960100032300078733";"01949752023016231859"
"3210100032500020637";"03213132025000749724"
"3210100032500023164";"03213132025000941757"
"2080101042500003424";"030175312025019317862"
"1960100032100112116";"01949752021013576861"
"1960100032100104891";"01949752021011091780"
"2130100012400009276";"06914862024000154211"
"1960100031900064836";"01949752019007814702"
"1960100031900038444";"01949752019001481141"
"2210100012500020910";"02222422025000410547"
"1960100032500052050";"01949752025008221116"
"1960100032400084136";"01949752024007920150"
"1960100032400046196";"01949752024005119549"
"1960100032400102754";"01949752024020848327"
"1960100032400012021";"01949752024002131122"
"1960100032400078411";"01949752024015483049"
"1960100032400022823";"01949752024003592654"
"1960100032400094621";"01949752024019115818"
"2130100011900028114";"06914652019000104412"
"1960100032000032728";"01949752020002470616"
"1960100032000076075";"01949752020009307397"
"1110100462300029107";"01155772023003827535"
"1110100462300041344";"01155792023006372860"
"1960100032200068553";"01949752022012486762"
"1960100032200026052";"01949752022004835231"
"1960100032200060935";"01949752022011411971"
"1960100032200068669";"01949752022012468276"
"1960100032200079709";"01949752022014292558"
"1960100032200096433";"01949752022018175491"
"1960100032200037755";"01949752022006418203"
"1960100032200037712";"01949752022006418203"
"1960100032200068987";"01949752022012345603"
"1960100032500081506";"01949752025017545697"
"1960100032500001804";"01949752025000568923"
"1960100032500057583";"01949752025012156099"
"1960100032500035415";"01949752025006598646"
"1960100032500035024";"01949752025006598646"
"1960100032500102023";"01949752025023889815"
"1960100032500081824";"01949752025017547550"
"1110100832300001869";"01192542023008735482"
"2130100012100014256";"06914652021000083469"
"2130100012100012652";"06914692021000197234"
"1960100032300111511";"01949752023017144313"
"1960100032300063302";"01949752023010624182"
"1130300012500036758";"07132902025003473576"
"3280200012500012660";"03222982025000036236"
"3280200012500018014";"03222982025000133941"
"1960100032100033437";"01949752021002983924"
"1960100032400038045";"01949752024002609944"
"1050100012100016923";"03249452021000390811"
"1110100382200002626";"01156142022003596007"
"3280200012400061802";"03222982024000706630"
"3280200012400051858";"03222982024000691691"
"1110100832200002249";"01192542022009352314"
"1960100032300107156";"01949752023021418856"
"1960100032300076064";"01949752023016235170"
"1960100032300075378";"01949752023016230615"
"3210100032500023989";"03213132025000784121"
"3210100032500013835";"03213132025000517866"
"2080101042500000433";"030175312025004378933"
"2080300132400008422";"08993462024004855478"
"3410100022500004312";"04228292025000081876"
"1110100012500066885";"011163272025005461479"
"3410100022500002263";"04228292025000051705"
"1960100032400102827";"01949752024020848327"
"1960100032400023201";"01949752024003577931"
"1960100032400108248";"01949752024021591311"
"1960100032400022025";"01949752024003612949"
"1960100032400018842";"01949752024003572718"
"1960100031900085299";"01949752019010397513"
"1960100032200026184";"01949752022004835231"
"1960100032200087965";"01949752022016414839"
"1960100032200079652";"01949752022014292558"
"1960100032200068332";"01949752022012335128"
"1130300012400032774";"07136562024003545193"
"1960100032500105669";"01949752025023889319"
"1960100032500007225";"01949752025000561597"
"1960100032500007268";"01949752025000561597"
"1960100032500103240";"01949752025023904636"
"1960100032500002533";"01949752025000557212"
"1960100032200052320";"01949752022008405711"
"1130300012500041379";"07137362025002743220"
"2130100012100013829";"06914652021000083469"
"2130100012100012636";"06914692021000197234"
"2230100011900020294";"06219832019000354346"
"2230100011900018834";"06219832019000326725"
"2230100011900018664";"06219832019000329911"
"2080100942400017813";"030156672024016687454"
"1960100032100113686";"01949752021014507162"
"1960100032100105438";"01949752021011089114"
"1960100032400042050";"01949752024007055386"
"1960100032400038037";"01949752024002609944"
"1960100032400038101";"01949752024002609944"
"1110100462200078128";"01155792022007594792"
"2080101002300009678";"030132152023014407197"
"2810100012100009302";"02822052021000218314"
"1110100462500034047";"01155772025007976049"
"1050100012000013111";"03249472020000345801"
"1960100032300016657";"01949752023003445090"
"3210100032500011727";"03213132025000438991"
"1960100032100110083";"01949752021013197925"
"1960100031900090519";"01949752019008973031"
"1960100031900089774";"01949752019011894006"
"1960100031900064658";"01949752019007826115"
"1960100032500051984";"01949752025008221116"
"1960100032500039631";"01949752025008171763"
"1960100032500058431";"01949752025008221701"
"1960100032400054679";"01949752024010272155"
"1960100032400033086";"01949752024006134801"
"1960100032400108523";"01949752024021591311"
"1110100382100034841";"01156162021004920880"
"1110100461900154366";"01155782019005453325"
"1960100032000094774";"01949752020012352012"
"1960100032000081168";"01949752020009635050"
"1960100032000090795";"01949752020009547789"
"1960100032000095657";"01949752020009075160"
"1960100032200027040";"01949752022004852593"
"1960100032200024191";"01949752022004851783"
"1960100032500006768";"01949752025000534191"
"1960100032500105685";"01949752025023889319"
"1960100032500030626";"01949752025003655347"
"1960100032500092923";"019127922025012373702"
"1960100032500002231";"01949752025000557212"
"1960100032500081832";"01949752025017547550"
"2130100012100020450";"06914652021000361370"
"1960100032300082544";"01949752023011815062"
"3810100032400010598";"08217392024000390565"
"3280200012500042251";"03222982025000004466"
"1960100032100010402";"01949752021001978471"
"1960100032100105608";"01949752021011116952"
"1110100382000002471";"01156162020001338259"
"1960100032400080041";"01949752024014539822"
"1960100032400076699";"01949752024007755361"
"1110100382100035058";"01156142021006475145"
"1960100012500121295";"01951862025024217840"
"1110100462400011824";"01155792024005558260"
"3280200012400047338";"03222982024000611680"
"1960100032300112109";"01949752023021831117"
"1960100032300017718";"01949752023003446576"
"1960100032300078423";"01949752023016231859"
"3210100032500018462";"03213132025000663412"
"3210100032500005387";"03213132025000166389"
"3210100032500004607";"03213132025000223013"
"3410100012400010256";"042172942024000112734"
"1960100032000011291";"01949752019011701992"
"1960100042300016281";"01951552023010935348"
"3410100022500001437";"04228292025000027910"
"2080100252100000282";"030147792021002729019"
"1960100031900025180";"01949752019001250505"
"1110100012500073490";"011163272025009482373"
"1960100032500104646";"01949752025023653111"
"1130300012500053164";"07137362025004743481"
"1960100032400058526";"01949752024010271698"
"1960100032400011031";"01949752024002090001"
"1960100032400020421";"01949752024003570502"
"1960100032400023048";"01949752024003577931"
"1960100032400021800";"01949752024003612949"
"1960100032500101469";"01949752025019813443"
"1110100942500014914";"01155742025007737271"
"1110100462300047032";"01155792023007058000"
"1960100032200096220";"01949752022018068903"
"1960100032200024289";"01949752022004834510"
"1960100032200096298";"01949752022018227807"
"1960100032200069622";"01949752022012345603"
"1960100032500081409";"01949752025017545697"
"1960100032500005656";"01949752025000563883"
"1960100032500063656";"01949752025010864851"
"1130100212200002436";"07471292022004206034"
"2130100012200009621";"06914652022000165458"
"2080100732500033813";"030196362025014613111"
"2230100011900019016";"06219832019000336101"
"3280200012500028443";"03222982025000390595"
"1960100032100016192";"01949752021001718216"
"1960100032100100738";"01949752021011115557"
"1960100032100111322";"01949752021014232988"
"2130100012200016210";"06914652022000175925"
"3210100032600005810";"03213132026000155108"
"1960100032400076656";"01949752024007755361"
"1110100832400001903";"01192542024009466524"
"2220100012400014381";"05445822024000214506"
"3280200012400048581";"03222982024000657671"
"3280200012400054822";"03222982024000656861"
"3280200012400026330";"03222982024000391892"
"1960100032300099447";"01949752023019996902"
"1960100032300061695";"01949752023013338024"
"1960100032300098815";"01950502023019773713"
"3210100032500009994";"03213132025000327064"
"3410100012400009061";"042172942024000112653"
"1960100032100109956";"01949752021013197925"
"1960100031900097610";"01949752019013511007"
"1960100032500104654";"01949752025023653111"
"1960100032400013573";"01949752024002647790"
"1960100032400058461";"01949752024010271698"
"1960100032400054482";"01949752024010274956"
"1960100032400034732";"01950502023018544737"
"1960100032400085566";"01949752024016706815"
"1960100032400020049";"01949752024003578155"
"1960100032400103211";"01949752024020861269"
"1110100382400005989";"01156182024000106972"
"1110100382400005148";"01156182023010564191"
"1960100032500003122";"01949752025000792815"
"1960100032500015791";"01949752025001340616"
"1110100461900154341";"01155782019005453163"
"1960100032000053687";"01949752020002789779"
"2080100252200000139";"030147792022001913003"
"1960100032200012205";"01949752022002698155"
"1960100032200012043";"01949752022002880204"
"1960100032500070733";"01949752025015298161"
"1960100032500051631";"01949752025009648458"
"1960100032500037345";"01949752025007491896"
"1960100032500002614";"01949752025000557212"
"1960100032500009880";"01949752025002460216"
"3410100012100008637";"042149732021000037696"
"1960100032100113971";"01949752021014507162"
"1130300012300039659";"07174782023002435967"
"1960100032400079957";"01949752024014539822"
"3010100042300001292";"004173302023000148629"
"1110100382100035155";"01156142021005047727"
"3280200012400052552";"03222982024000722244"
"3280200012400057937";"03222982024000665267"
"3280200012400053532";"03222982024000598136"
"1960100032300051878";"01949752023010995750"
"1960100032300107253";"01949752023021418856"
"1960100032300075701";"01949752023016234360"
"1960100032300075645";"01949752023016234360"
"1960100032300010594";"01949752023002103241"
"1960100032300075191";"01949752023013241888"
"3210100032500018098";"03213132025000664737"
"3210100032500028859";"03213132025001164380"
"1130300012400025883";"07174782023003564809"
"1960100031900096452";"01949752019011927966"
"1960100031900060989";"01949752019007825496"
"1110100012500054844";"011163272025008973730"
"2010200012500009132";"09981442025000281551"
"1960100032500039518";"01949752025008171763"
"1960100032400028678";"01949752024004987881"
"1960100032400053583";"01950502023016828690"
"1960100032400029550";"01949752024005135749"
"2130100011900028130";"06914652019000104412"
"1050100012500012679";"03249452025000533071"
"1960100032200068561";"01949752022012486762"
"1960100032200025374";"01949752022004838418"
"1960100032500103992";"01949752025023890074"
"1960100032500070806";"01949752025015298161"
"1960100032500001995";"01949752025000546954"
"1960100032500103925";"01949752025023902935"
"1960100032500057060";"019149562024012679839"
"1960100032500010031";"01949752025002460216"
"1960100032200052185";"01949752022008405711"
"1960100032200074741";"01949752022008440621"
"2210100012200018900";"02222352022000318597"
"2130100012100014681";"06914652021000083469"
"2130100012100014620";"06914652021000083469"
"2230100011900018907";"06219832019000329074"
"2230100011900021886";"06219832019000390733"
"3280200012600005839";"03222982026000210547"
"2080100942400017848";"030156672024016687454"
"1960100032100111063";"01949752021014217164"
"1960100032100092921";"01949752021002627711"
"1960100032100105373";"01949752021011089114"
"1960100032400079515";"01949752024014539822"
"3410100012200004581";"042151342022000014860"
"1110100382100034345";"01156142021005607293"
"3280200012400043642";"03222982024000652874"
"1960100032300076323";"01949752023016234793"
"1960100032300019311";"01949752023003304194"
"1960100032300096405";"01949752023019990700"
"1960100032300078555";"01949752023016231859"
"3210100032500023970";"03213132025000784716"
"3210100032500010852";"03213132025000415192"
"3210100032500009463";"03213132025000349033"
"3210100032500009455";"03213132025000349033"
"3210100032500017695";"03213132025000571488"
"1130100092300004252";"07469332023000322776"
"2130100012400005696";"06914652024000026026"
"1960100032100109999";"01949752021013197925"
"1960100032100110350";"01949752021013197925"
"1960100031900070674";"01949752019007812165"
"3410100022500004037";"04228292025000086835"
"1960100032400102711";"01949752024020848327"
"1960100032400054652";"01949752024010272155"
"1960100032400097513";"01949752024020226245"
"1960100032400008782";"01949752024001419793"
"1960100032400058666";"01949752024010274280"
"1960100032400023153";"01949752024003577931"
"1960100032400085779";"01949752024016706815"
"1960100032400040309";"01950502023016870629"
"1110100382400005156";"01156182023010564191"
"1960100032000032711";"01949752020002470616"
"1960100032000081257";"01949752020009636021"
"2080100032200000451";"03030262022005003187"
"1960100031900057201";"01949752019005464381"
"1960100032200027016";"01949752022004852593"
"1960100032200027709";"01949752022004838922"
"1960100032200079245";"01949752022014290342"
"1960100032500002479";"01949752025000557212"
"1960100032500080828";"01949752025018269936"
"1130100212200004390";"07471292022004209301"
"2130100012100014418";"06914652021000083469"
"2130100012100012806";"06914692021000197234"
"1110100012200064265";"01155712022008393881"
"1960100032000104257";"01949752020013925105"
"1960100032300082625";"01949752023011815062"
"1960100032300046920";"01949752023009148101"
"2210100052500000188";"02222422025000511220"
"1110100382300013209";"01155202023005686243"
"1960100032400076648";"01949752024007755361"
"1110100462200084675";"01155792022008141279"
"3210100032400004671";"03213132024000336623"
"2080101002300009422";"030132152023002223789"
"2710100052300001362";"027134382023000327865"
"3280200012400050241";"03222982024000665003"
"1960100032300010519";"01949752023002102946"
"1960100032300016363";"01949752023003445413"
"3210100032500019205";"03213132025000650604"
"3210100032500006383";"03213132025000251220"
"3210100032500011247";"03213132025000452217"
"3210100032500004593";"03213132025000223013"
"1130100092300006980";"07478812023003894335"
"1960100031900064518";"01949752019007205943"
"1960100031900064755";"01949752019007391470"
"1960100031900093682";"01949752019011927028"
"1960100031900021177";"01949752019001252541"
"1110100012500073504";"011163272025009268614"
"1960100542500019451";"01985312025015393018"
"1960100032400021649";"01949752024003578741"
"1960100032400079310";"01949752024013347113"
"1960100032400023021";"01949752024003577931"
"1960100032400053710";"01950502023016828690"
"1960100032400053524";"01950502023016828690"
"1960100032400019393";"01949752024003591097"
"1960100032400058216";"01949752024010274875"
"1960100032400029437";"01949752024005135749"
"1960100032400040171";"01950502023016870629"
"2130100012500035700";"06914652025000468739"
"1960100032500088675";"01949752025017089829"
"1960100032000090841";"01949752020009547789"
"1960100032000083640";"01949752020009000071"
"1110100462300047318";"01155792023007058930"
"1960100032200020909";"01949752022003215158"
"1960100032500110506";"01950502025021518018"
"1960100032500023360";"01949752025003654880"
"1960100032500001790";"01949752025000568923"
"1960100032500074259";"01949752025015031599"
"1960100032500002282";"01949752025000557212"
"1960100032500108889";"01949752025023889491"
"1960100032500108587";"01949752025023889491"
"2130100012100012865";"06914692021000197234"
"1960100032000104087";"01949752020013994093"
"1960100032300063401";"01949752023010624182"
"2230100011900021231";"06219832019000384768"
"3280200012500039550";"03222982025000587623"
"2080100732400034998";"030132222024022417738"
"2080100942400017775";"030156672024016687110"
"1960100032100017253";"01949752021002883628"
"1960100032100111004";"01949752021014217164"
"2130100012200016199";"06914652022000175925"
"1110100382000002331";"01156162020001338259"
"1110100382000002595";"01156162020001338259"
"1110100382100034329";"01156142021005607293"
"1110100831900002578";"01192542019008362193"
"3280200012400061268";"03222982024001165403"
"3280200012400054806";"03222982024000613712"
"1960100032300050871";"01949752023010852215"
"1960100032300010314";"01949752023002360562"
"1960100032300016045";"01949752023003307029"
"1960100032300020050";"01949752023003451316"
"1960100032300080886";"01949752023016576597"
"1960100032300018404";"01949752023003066153"
"1960100032300054087";"01949752023010875185"
"1960100032300078628";"01949752023016231859"
"3210100032500020531";"03213132025000836881"
"3210100032500011271";"03213132025000410981"
"3210100032500007096";"03213132025000187467"
"3210100032500009821";"03213132025000337027"
"1130100302500006111";"07478452025007008114"
"1960100031900020758";"01949752019001129269"
"1960100031900025989";"01949752019001481141"
"1960100031900038452";"01949752019001481141"
"1110100012500073644";"011163272025010315230"
"1960100542500019321";"01985312025015374145"
"3410100022500003987";"04228292025000119512"
"1960100032400054954";"01949752024010274611"
"1960100032500010651";"01949752025001352967"
"1960100032000086119";"01949752020010833129"
"1960100032000081192";"01949752020009636021"
